label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C102,36.0819725,140.0810436,0,210.653604,2,2,0,0,1,419.945170284708,-114.837186702059,420.000226673804,-114.931734455806,49.3175181107182,0.109409705780017
C102-C7_1,36.081971,140.0810425,0,301.744157,2,2,0,0,1,419.846209363574,-115.004165938618,419.858251504386,-114.873101540049,49.5118328896542,0.131616449305428
C102-C7_2,36.0819711,140.0810423,0,240.848477,2,2,0,0,1,419.828216469752,-114.993033989409,419.923170027079,-115.000025309474,49.4051432841256,0.095210590825329
C102-C7_3,36.0819537,140.0810037,0,225.700807,2,2,0,0,1,416.355587755027,-116.929993128909,416.402330524788,-117.102430844821,48.9127275370874,0.178660718664993
C102-C7_4,36.0819287,140.080972,0,224.515591,2,2,0,0,1,413.50371391551,-119.712980398834,413.397043719937,-119.904207340977,48.6202248663159,0.21896637647131
C102-C7_5,36.081901,140.0809383,0,243.465296,2,2,0,0,1,410.471911124989,-122.796530294248,410.526437845123,-122.810699768978,48.6101071889561,0.056337706935003
C102-C7_6,36.0818851,140.0808989,0,251.546072,2,2,0,0,1,406.92731083242,-124.566510197189,406.894823052683,-124.538557828671,48.2930974308889,0.042857796700535
C102-C7_7,36.0818738,140.080857,0,262.047192,2,2,0,0,1,403.157799351736,-125.824420443616,403.07798024329,-125.785308048015,47.920332964989,0.088886835711801
C102-C7_8,36.0818689,140.0808136,0,265.908122,2,2,0,0,1,399.253341162275,-126.369885948549,399.107592735466,-126.31458406386,47.5078507024698,0.155887466998977
C102-C7_9,36.0818662,140.0807669,0,268.568076,2,2,0,0,1,395.052000204298,-126.670448573249,394.947388391565,-126.578412047106,47.1124610465297,0.139335399334806
C102-C7_10,36.081866,140.080757,0,278.282442,2,2,0,0,1,394.161351908979,-126.692712471667,394.043769232041,-126.625351912073,46.9892577154188,0.135510630227431
C102-C7_11,36.0818714,140.0807111,0,274.515850,2,2,0,0,1,390.031982531403,-126.091587221478,389.963543295717,-126.064875283843,46.5019540392048,0.07346738455575
C102-C7_12,36.0818717,140.0807064,0,277.987509,2,2,0,0,1,389.609149501021,-126.058191373849,389.428939110636,-126.009197103651,46.4358365572971,0.186751769242017
C102-C7_13,36.0818728,140.0806967,0,272.891225,2,2,0,0,1,388.736494099523,-125.935739934128,388.570370608584,-125.93488091909,46.2974101296445,0.166125711882844
C102-C7_14,36.081873,140.0806918,0,281.032943,2,2,0,0,1,388.295668172762,-125.913476035709,388.086316875444,-125.874607994782,46.2690153101489,0.212928838568604
