label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C5,36.0805273,140.0799455,0,336.763689,28269.970914,44332.689168,-221.019322,0.000000000,0.000000000,-0.835022254,-0.550216171,2,2,0,0,1,321.155180890344,-275.716114796403,321.438735074984,-273.925276749419,49.5158641836225,1.81314750810695
C5-C4_1,36.0805369,140.0799404,0,342.060355,28269.508117,44333.752890,-221.024692,0.000000000,0.000000000,-0.808707298,-0.588211277,2,2,0,0,1,320.696362072317,-274.647447684955,320.915224713506,-272.880605631757,49.3372237293534,1.78034594858855
C5-C4_2,36.0805706,140.0799269,0,336.118769,28268.280102,44337.488264,-221.045306,0.000000000,0.000000000,-0.838105624,-0.545507987,2,2,0,0,1,319.48184166775,-270.895980844885,319.785990434561,-268.960491254202,49.1436325049125,1.95924128886492
C5-C4_3,36.0806051,140.079908,0,330.065174,28266.565420,44341.310849,-221.064377,0.000000000,0.000000000,-0.865740889,-0.500492471,2,2,0,0,1,317.78151309931,-267.055458412722,317.976975810936,-265.364720221249,48.4654851561907,1.70199920791449
C5-C4_4,36.0806371,140.0798852,0,335.415477,28264.500360,44344.854920,-221.079956,0.000000000,0.000000000,-0.841437808,-0.540353972,2,2,0,0,1,315.730323083445,-263.49323470763,315.908668755787,-261.808073804895,48.0155144144368,1.6945720542222
C5-C4_5,36.0806719,140.0798655,0,333.243178,28262.713518,44348.710564,-221.098943,0.000000000,0.000000000,-0.851529436,-0.524306799,2,2,0,0,1,313.958022934604,-259.619316427838,314.114729121786,-258.149117542254,47.4096888388166,1.47852683177342
C5-C4_6,36.0807046,140.0798451,0,339.436244,28260.864380,44352.332996,-221.116031,0.000000000,0.000000000,-0.821963943,-0.569539530,2,2,0,0,1,312.122747657386,-255.979169079072,312.616914818045,-254.423214773216,47.2783719745301,1.63254249089746
C5-C4_7,36.0807423,140.0798276,0,337.700240,28259.274658,44356.511049,-221.138146,0.000000000,0.000000000,-0.830497527,-0.557022314,2,2,0,0,1,310.548369353369,-251.782424276162,311.032427512199,-250.669138787569,46.5052543881172,1.21396741317094
C5-C4_8,36.0807758,140.0798106,0,352.516573,28257.731476,44360.223226,-221.157219,0.000000000,0.000000000,-0.751744441,-0.659454544,2,2,0,0,1,309.018973289021,-248.053221334511,309.589886101166,-246.881193599328,46.2080124567086,1.30368341675033
C5-C4_9,36.0808121,140.0798047,0,351.779434,28257.187073,44364.249276,-221.182905,0.000000000,0.000000000,-0.755970965,-0.654605148,2,2,0,0,1,308.488182888037,-244.012323818951,309.271308603838,-242.869956630005,45.9954080275242,1.3850229893871
C5-C4_10,36.0808507,140.0797978,0,355.063554,28256.551777,44368.530240,-221.209970,0.000000000,0.000000000,-0.736902532,-0.675999007,2,2,0,0,1,307.867428015386,-239.715391473948,308.732841531134,-238.899690331483,45.4483684323359,1.18924720182833
C5-C4_11,36.08089,140.0797936,0,354.922140,28256.159421,44372.889651,-221.238661,0.000000000,0.000000000,-0.737736201,-0.675089104,2,2,0,0,1,307.489577222116,-235.34053548606,308.504937180049,-234.838508250964,44.9720620680329,1.13269024404431
C5-C4_12,36.0809282,140.0797894,0,349.832769,28255.767458,44377.127009,-221.266504,0.000000000,0.000000000,-0.766981689,-0.641668987,2,2,0,0,1,307.111726428845,-231.088130937895,308.248090404986,-230.832641117555,44.5358409651493,1.16473092796905
C5-C4_13,36.0809629,140.0797817,0,1.805192,28255.061503,44380.975011,-221.290243,0.000000000,0.000000000,0.695880258,0.718157828,2,2,0,0,1,306.418999975793,-227.225344607313,307.765093636801,-226.851310040686,44.4325868672692,1.3970934117792
C5-C4_14,36.0809988,140.0797831,0,0.393526,28255.174757,44384.958778,-221.318557,0.000000000,0.000000000,0.704674297,0.709530926,2,2,0,0,1,306.544950240217,-223.2289748878,307.832101295854,-222.823458444359,44.1547968991279,1.34951896093731
C5-C4_15,36.0810341,140.0797834,0,11.910654,28255.189148,44388.875654,-221.345969,0.000000000,0.000000000,0.629926133,0.776655050,2,2,0,0,1,306.571939583507,-219.299396862752,307.709865204781,-218.814580630226,43.85598337657,1.23689995507842
C5-C4_16,36.0810705,140.0797929,0,0.890419,28256.031790,44392.917230,-221.377919,0.000000000,0.000000000,0.701591007,0.712579861,2,2,0,0,1,307.426602091182,-215.247367397983,308.545549159579,-214.895030898319,43.5489854550522,1.17310849918831
C5-C4_17,36.0811069,140.0797936,0,1.082338,28256.081815,44396.956275,-221.406347,0.000000000,0.000000000,0.700396588,0.713753893,2,2,0,0,1,307.489577222116,-211.195337932422,308.773323032021,-210.850999205734,43.383900865933,1.32912469811857
C5-C4_18,36.0811454,140.0797945,0,18.273255,28256.149103,44401.228387,-221.436482,0.000000000,0.000000000,0.585854401,0.810416325,2,2,0,0,1,307.570545249428,-206.90953753742,308.94725952915,-206.754475968468,43.0199693746498,1.38541917777849
C5-C4_19,36.0811804,140.0798088,0,8.382833,28257.424579,44405.116004,-221.469280,0.000000000,0.000000000,0.653534002,0.756897158,2,2,0,0,1,308.857037234397,-203.013355359209,310.007760690013,-202.853255293714,42.7517097737326,1.16180742908483
C5-C4_20,36.0812155,140.0798152,0,354.815413,28257.988466,44409.012444,-221.498994,0.000000000,0.000000000,-0.738364638,-0.674401707,2,2,0,0,1,309.432809869935,-199.10604123258,310.609584858217,-198.863260912599,42.6385328962566,1.20155801225589
C5-C4_21,36.0812538,140.0798109,0,355.751316,28257.587462,44413.260869,-221.526899,0.000000000,0.000000000,-0.732832036,-0.680409588,2,2,0,0,1,309.045962629753,-194.842504735205,310.371066154797,-194.754378003386,42.2991329220733,1.32803074999961
C5-C4_22,36.0812897,140.0798076,0,11.933014,28257.277386,44417.243285,-221.553350,0.000000000,0.000000000,0.629774574,0.776777951,2,2,0,0,1,308.749079863795,-190.846135015692,310.16016518875,-190.634076825397,42.1723598402041,1.42693043641809
C5-C4_23,36.0813245,140.0798167,0,13.248257,28258.084568,44421.107214,-221.583920,0.000000000,0.000000000,0.620817695,0.783954967,2,2,0,0,1,309.56775658127,-186.972216735901,310.930494516425,-186.688657010577,42.0418309800681,1.39192700876808
C5-C4_24,36.0813602,140.0798271,0,358.758763,28259.008518,44425.071379,-221.615710,0.000000000,0.000000000,-0.714724415,-0.699406185,2,2,0,0,1,310.503387116258,-182.998110914806,311.806360230872,-182.702965474521,41.8669641104778,1.33598269761589
C5-C4_25,36.0813975,140.0798261,0,356.583773,28258.905101,44429.209796,-221.644174,0.000000000,0.000000000,-0.727869867,-0.685715288,2,2,0,0,1,310.413422642034,-178.845893907943,311.82206344453,-178.69678072661,41.5519294856007,1.41651108407342
C5-C4_26,36.0814327,140.0798235,0,358.158945,28258.658324,44433.114743,-221.670374,0.000000000,0.000000000,-0.718375578,-0.695655467,2,2,0,0,1,310.179515009566,-174.927447832105,311.716189706475,-174.657683222086,41.4706775594452,1.56017373037081
C5-C4_27,36.0814679,140.0798221,0,2.773626,28258.519631,44437.020035,-221.697058,0.000000000,0.000000000,0.689786198,0.724013122,2,2,0,0,1,310.053564745142,-171.009001756267,311.671199354332,-170.547857017986,41.4352595140688,1.68208091318194
C5-C4_28,36.0815046,140.0798243,0,10.473585,28258.704652,44441.092798,-221.726347,0.000000000,0.000000000,0.639616214,0.768694412,2,2,0,0,1,310.25148658741,-166.923576444661,311.929335404592,-166.549275996755,41.1821723205929,1.71909205065345
C5-C4_29,36.0815387,140.0798321,0,7.278947,28259.394991,44444.878684,-221.755869,0.000000000,0.000000000,0.660794925,0.750566497,2,2,0,0,1,310.95320948993,-163.127581808544,312.551787464725,-162.583066800271,41.1386680303244,1.68877119105453
C4,36.0815735,140.0798376,0,7.278947,28259.877920,44448.741578,-221.785014,0.000000000,0.000000000,0.660794925,0.750566497,2,2,0,0,1,311.448014098156,-159.253663528753,313.00291021723,-158.828552736525,40.850858831411,1.61196188750814
