label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C13,36.0812286,140.0809226,0,63.247189,28357.727052,44410.785111,-221.953544,0.000000000,0.000000000,0.231347293,0.972871230,1,1,0,0,1,409.059468875596,-197.647755903548,409.668012974891,-198.215202419869,51.34416802269,0.832058573461173
C13-C14_1,36.0812297,140.0809253,0,119.638671,28357.969845,44410.907943,-221.955481,0.000000000,0.000000000,-0.255772015,0.966737129,1,1,0,0,1,409.302372957533,-197.525304463036,409.854675420699,-196.947673472761,52.3307030704235,0.799184316503399
C13-C14_2,36.0812131,140.0809614,0,152.417439,28361.227326,44409.076476,-221.957154,0.000000000,0.000000000,-0.518157176,0.855285415,1,1,0,0,1,412.5500904867,-199.373208010443,413.051127186626,-199.404577434306,52.198025104107,0.502017744134794
C13-C14_3,36.0811868,140.0809784,0,180.443106,28362.767958,44406.163209,-221.943647,0.000000000,0.000000000,-0.709835749,0.704367240,1,1,0,0,1,414.079486551048,-202.300910618507,414.423442071006,-202.309377572988,52.4432128637553,0.34405971724048
C13-C14_4,36.081145,140.080978,0,161.452426,28362.746942,44401.525081,-221.911157,0.000000000,0.000000000,-0.583912681,0.811816470,1,1,0,0,1,414.043500760848,-206.954065333466,414.763573870847,-206.343176758134,53.4006366290094,0.944293458208706
C13-C14_5,36.081112,140.0809917,0,154.573463,28363.992752,44397.867448,-221.891145,0.000000000,0.000000000,-0.534156590,0.845385555,1,1,0,0,1,415.276014061794,-210.627608529861,415.907653258712,-210.360337200767,53.373881117241,0.68585861402988
C13-C14_6,36.081078,140.0810117,0,131.734121,28365.806362,44394.100678,-221.872896,0.000000000,0.000000000,-0.356200864,0.934409410,1,1,0,0,1,417.075303551368,-214.412471216768,418.155194638203,-213.82469247842,54.258786482448,1.22949119747889
C13-C14_7,36.0810532,140.0810461,0,124.996624,28368.913677,44391.358873,-221.867554,0.000000000,0.000000000,-0.300677702,0.953725809,1,1,0,0,1,420.170081470265,-217.173194588274,420.887875473351,-216.803119621318,54.3420904210591,0.807578920002987
C13-C14_8,36.081033,140.0810818,0,116.362665,28372.136432,44389.127847,-221.866294,0.000000000,0.000000000,-0.228033657,0.973653250,1,1,0,0,1,423.381813209232,-219.421848302474,424.371488894102,-218.912143727841,55.0435989343505,1.11321907755089
C14,36.0810179,140.0811195,0,116.362665,28375.537496,44387.463283,-221.869784,0.000000000,0.000000000,-0.228033657,0.973653250,1,1,0,0,1,426.773473896645,-221.102772613321,427.640261741925,-220.580607893545,55.4198616318494,1.01191756744571
