label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C1-C2_17,36.0809439,140.0795659,0,187.608782,28235.631172,44378.804772,-221.189143,0.000000000,0.000000000,-0.752465387,0.658631795,2,2,0,0,1,287.004666391418,-229.340414931791,287.64781440843,-224.550826327959,45.7535779997995,4.83257678322223
C1-C2_18,36.0809076,140.0795599,0,192.300503,28235.103729,44374.775300,-221.158683,0.000000000,0.000000000,-0.778793607,0.627280255,2,2,0,0,1,286.464879543523,-233.381312448141,286.993836976281,-228.585224808694,45.9030742616861,4.82516866139684
C1-C2_19,36.0808735,140.0795507,0,188.493716,28234.287275,44370.989014,-221.128644,0.000000000,0.000000000,-0.757529187,0.652801295,2,2,0,0,1,285.637206379138,-237.177307084258,286.091269292636,-232.533790776398,45.9138656076788,4.665663600258
C1-C2_20,36.0808367,140.0795439,0,189.701646,28233.687954,44366.903833,-221.097482,0.000000000,0.000000000,-0.764368268,0.644779925,2,2,0,0,1,285.025447953398,-241.273864345074,285.543703388016,-236.541455107806,46.2433480923565,4.76070224698902
C1-C2_21,36.0808003,140.0795362,0,184.555730,28233.007426,44362.862777,-221.066272,0.000000000,0.000000000,-0.734652548,0.678443538,2,2,0,0,1,284.332721500347,-245.325893809843,284.841591364343,-240.58537724979,46.4568198923048,4.76775060113431
C1-C2_22,36.0807648,140.0795327,0,180.000000,28232.704871,44358.922789,-221.037440,0.000000000,0.000000000,-0.707106781,0.707106781,2,2,0,0,1,284.017845838009,-249.277735733309,284.442118195382,-244.642506397518,46.5658005714473,4.65460610885709
C1-C2_23,36.0807281,140.0795327,0,184.345186,28232.717992,44354.850658,-221.009085,0.000000000,0.000000000,-0.733404775,0.679792201,2,2,0,0,1,284.017845838009,-253.363161044916,284.376948665016,-248.699517349911,46.828630909161,4.67744880830637
C1-C2_24,36.080693,140.0795294,0,185.613754,28232.433307,44350.955111,-220.980648,0.000000000,0.000000000,-0.740885215,0.671631668,2,2,0,0,1,283.720963072051,-257.270475172336,283.867297371674,-252.786532279106,46.8008025472951,4.48633008114525
C1-C2_25,36.080656,140.0795249,0,187.829795,28232.041217,44346.848400,-220.950265,0.000000000,0.000000000,-0.753734291,0.657179289,2,2,0,0,1,283.316122938047,-261.38929633157,283.460643807736,-256.800310113883,47.1335045188602,4.5912613504241
C1-C2_26,36.0806225,140.0795192,0,174.568582,28231.539791,44343.129695,-220.922108,0.000000000,0.000000000,-0.672809701,0.739815590,2,2,0,0,1,282.803325433442,-265.118499273221,282.864079442424,-260.768372009395,47.1221102154828,4.35055148930489
C2,36.080597,140.0795222,0,174.568582,28231.819119,44340.301147,-220.903614,0.000000000,0.000000000,-0.672809701,0.739815590,2,2,0,0,1,283.073218856111,-267.957146288402,283.229227400912,-263.341835653732,47.609834973648,4.61794661300339
