label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C5,36.0805493,140.0799792,,72.811424,2,2,0,0,1,324.186983680864,-273.267085998807,323.371242193952,-273.171969318354,47.6133098786381,0.821268139142147
C5-C2_1,36.0805494,140.0799796,,307.909362,2,2,0,0,1,324.222969471065,-273.255954050388,323.195732335764,-273.09182751877,47.5237967158594,1.04026614408109
C5-C2_2,36.0805584,140.0799653,,271.058003,2,2,0,0,1,322.936477486096,-272.254078632614,321.710514034577,-272.111915898992,47.1889469048692,1.23417852326636
C5-C2_3,36.0805586,140.0799519,,287.896400,2,2,0,0,1,321.730953528439,-272.231814734986,320.68252455199,-272.006740435729,47.2618997947913,1.07231607226793
C5-C2_4,36.0805687,140.0799132,,274.468436,2,2,0,0,1,318.249328366803,-271.107487877491,316.912435505704,-271.167839309843,46.4699133612488,1.33825439190267
C5-C2_5,36.0805693,140.0799037,,307.745627,2,2,0,0,1,317.394665859128,-271.040696183025,316.205064195952,-270.935429759576,46.6117131810026,1.19425003116456
C5-C2_6,36.080581,140.079885,,280.747919,2,2,0,0,1,315.712330187066,-269.738258141343,314.656751533257,-270.46170703614,45.8560082360095,1.27969707265432
C5-C2_7,36.0805837,140.0798674,,291.325116,2,2,0,0,1,314.128955436139,-269.437695515853,313.074116015253,-270.104820227288,45.7382137413376,1.24809518245283
C5-C2_8,36.0805896,140.0798487,,272.235278,2,2,0,0,1,312.446619764077,-268.780910520407,311.322192704807,-270.102598638613,45.0241100307329,1.73527971619139
C5-C2_9,36.0805906,140.079817,,279.476067,2,2,0,0,1,309.594745924559,-268.669591029104,308.556619814133,-270.10330453298,44.7519907811514,1.77009610822306
C5-C2_10,36.0805952,140.0797829,,267.017694,2,2,0,0,1,306.526957346395,-268.157521371798,305.59266408054,-269.809463604697,44.3712924104121,1.89784536974306
C5-C2_11,36.080594,140.0797544,,275.849797,2,2,0,0,1,303.962969823368,-268.291104760729,303.096670028175,-269.886622943469,44.2530994511723,1.81553121884621
C5-C2_12,36.0805953,140.0797387,,263.615929,2,2,0,0,1,302.550527576533,-268.146389422589,301.444776956222,-269.663461975669,44.0081931251285,1.8772835602614
C5-C2_13,36.0805936,140.0797199,,275.849802,2,2,0,0,1,300.859195455003,-268.335632556776,299.936418082194,-269.573520694276,44.2064221299034,1.54398352346533
C5-C2_14,36.0805962,140.0796885,,264.082373,2,2,0,0,1,298.034310958775,-268.046201881286,297.041130377826,-269.105367406364,44.0221231849321,1.45197771191221
C5-C2_15,36.0805946,140.0796694,,278.419030,2,2,0,0,1,296.315989496513,-268.224313066264,295.314348599921,-269.012213072734,44.0757390600784,1.27439040561381
C5-C2_16,36.0805971,140.0796485,,260.699531,2,2,0,0,1,294.435731979627,-267.946014339192,293.506203171484,-268.746417338234,43.938768805211,1.22664940632669
C5-C2_17,36.0805953,140.0796349,,280.202637,2,2,0,0,1,293.212215128148,-268.146389422589,292.134435132214,-268.677130813209,43.9351267626251,1.20137260804151
C5-C2_18,36.0805977,140.0796184,,261.657217,2,2,0,0,1,291.727801298355,-267.879222644727,290.565216194485,-268.474407951977,43.6841136056906,1.30608180207245
C5-C2_19,36.0805961,140.0796049,,290.499298,2,2,0,0,1,290.513280893787,-268.057333829705,289.347295581658,-268.379664860644,43.784918445143,1.20971857950799
C5-C2_20,36.0806003,140.079591,,259.975832,2,2,0,0,1,289.262774699019,-267.589791968446,288.405556259291,-268.07198870354,43.7520486972506,0.98353299118247
C5-C2_21,36.0805993,140.079584,,274.577500,2,2,0,0,1,288.633023376901,-267.701111459749,287.563824868035,-267.902297654322,43.7533889123287,1.08796201047945
C2,36.0806004,140.079567,,274.577500,2,2,0,0,1,287.103627312552,-267.578660019237,286.197925738201,-267.798258459087,43.7191996600551,0.931943569411164
