label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C4,36.0815735,140.0798376,0,5.768589,2,2,0,0,1,311.448014098156,-159.253663528753,313.00291021723,-158.828552736525,40.850858831411,1.61196188750814
C4-C7_1,36.0815743,140.0798377,0,55.853839,2,2,0,0,1,311.457010545067,-159.164607935868,313.072081128928,-158.590680367412,41.0050574273288,1.71401454039558
C4-C7_2,36.0815948,140.0798751,0,85.837038,2,2,0,0,1,314.82168188919,-156.882558374831,316.474410030098,-156.384001432388,41.1734310458562,1.72628773169675
C4-C7_3,36.0815976,140.0799227,0,84.475956,2,2,0,0,1,319.103990874479,-156.570863800922,320.534118516144,-156.125269465332,41.4261241859574,1.49793837769225
C4-C7_4,36.081601,140.0799662,0,58.511731,2,2,0,0,1,323.017445513408,-156.192377531757,324.593743073873,-155.490102229372,42.0959170566394,1.72566062696834
C4-C7_5,36.0816209,140.0800064,0,73.674020,2,2,0,0,1,326.634017386378,-153.977119665185,328.295896105738,-153.766956759232,41.9651645472746,1.67511471992208
C4-C7_6,36.0816316,140.0800516,0,74.591532,2,2,0,0,1,330.700411630464,-152.786001113224,332.280052819467,-152.761494374386,42.1136460495741,1.57983127777752
C4-C7_7,36.0816412,140.0800947,0,70.231157,2,2,0,0,1,334.577880479192,-151.717334001776,336.156224198877,-151.591422509683,42.5409968469538,1.58335801425595
C4-C7_8,36.0816543,140.0801398,0,68.556934,2,2,0,0,1,338.635278276367,-150.259048672744,340.034683104725,-150.374371136854,42.5847084306015,1.40414854782543
C4-C7_9,36.0816676,140.0801817,0,66.940821,2,2,0,0,1,342.40478975705,-148.778499445293,343.91528910019,-149.042161925255,42.8215793967714,1.53333824349569
C4-C7_10,36.0816826,140.0802253,0,99.570040,2,2,0,0,1,346.32724084289,-147.108707082863,347.65312433905,-147.595253313609,42.8598505426793,1.41233646134375
C4-C7_11,36.0816767,140.0802686,0,122.010309,2,2,0,0,1,350.22270258544,-147.7654920791,351.62113822003,-148.420392372298,43.1778570095601,1.54418801255584
C4-C7_12,36.0816573,140.080307,0,122.489909,2,2,0,0,1,353.677338406343,-149.925090200416,354.961270326057,-150.687817926718,43.4873955470217,1.49339705334214
C4-C7_13,36.081638,140.0803445,0,160.895843,2,2,0,0,1,357.051006197377,-152.073556372522,358.401990887732,-152.782345144795,44.0165112307619,1.52562811893106
C7,36.0816373,140.0803448,0,160.895843,2,2,0,0,1,357.077995540667,-152.151480016197,358.482161532706,-152.706919934429,44.1832622990526,1.51003166720631
