label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C5,36.0805539,140.0799532,,116.631264,2,2,0,0,1,321.847907345952,-272.755016341501,321.363272538507,-271.763642450825,48.2557715208159,1.10349131745664
C5-C6_1,36.0805462,140.0799722,,155.980449,2,2,0,0,1,323.557232358746,-273.612176420344,323.077763146549,-272.560626604156,48.5156769193137,1.15570227194101
C5-C6_2,36.0805141,140.0799899,,153.755836,2,2,0,0,1,325.149603556585,-277.185532075436,324.894603634307,-276.164305012029,49.0408866529919,1.05258238413755
C5-C6_3,36.0804782,140.0800118,,162.354515,2,2,0,0,1,327.119825547694,-281.181901794158,326.852603487461,-279.771537767665,49.7793230565147,1.43545613541541
C5-C6_4,36.0804439,140.0800253,,155.795475,2,2,0,0,1,328.334345952262,-285.000160328693,328.151466675863,-283.720837552383,50.1226182948109,1.29232797529198
C5-C6_5,36.0804092,140.0800446,,175.123953,2,2,0,0,1,330.070660308346,-288.862946659275,329.869113405555,-287.357035143797,50.7072974714009,1.51933888467107
C5-C6_6,36.0803732,140.0800484,,182.307637,2,2,0,0,1,330.412525311416,-292.870448327998,330.137802473218,-291.39717483045,50.9553331329707,1.49866855455209
C5-C6_7,36.0803371,140.0800466,,170.997784,2,2,0,0,1,330.250589259349,-296.889081945139,330.052862390602,-295.444362113554,51.2693814967056,1.45818767872935
C5-C6_8,36.0803019,140.0800535,,176.178731,2,2,0,0,1,330.871344131999,-300.807528021768,330.620503242843,-299.428420761952,51.5291671073356,1.40173392116683
C5-C6_9,36.0802656,140.0800565,,184.472127,2,2,0,0,1,331.141237554668,-304.848425537328,330.815607648275,-303.433632824641,51.8269235902709,1.45178278533989
C5-C6_10,36.0802284,140.0800529,,185.159869,2,2,0,0,1,330.817365447976,-308.989510594981,330.403166491349,-307.459635045262,52.1296089875199,1.58495424959219
C5-C6_11,36.0801926,140.0800489,,184.041902,2,2,0,0,1,330.457507548527,-312.974748365285,330.027054326979,-311.483287846887,52.3613729402153,1.55233516158074
C5-C6_12,36.080156,140.0800457,,176.733338,2,2,0,0,1,330.169621232036,-317.049041728473,329.623902708892,-315.486158943385,52.6150422376772,1.65541877071308
C5-C6_13,36.0801206,140.0800482,,168.515124,2,2,0,0,1,330.394532417594,-320.989751701939,329.859904745275,-319.49333913765,52.8967188119101,1.58904918444021
C6,36.0800848,140.0800572,,168.515124,2,2,0,0,1,331.204212688158,-324.974989472243,330.311002389524,-323.199763607857,53.2075925085834,1.98727237870687
