label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C7,36.0816373,140.0803448,0,181.200825,28305.538246,44455.966683,-222.037780,0.000000000,0.000000000,-0.714477717,0.699658197,2,2,0,0,1,357.077995540667,-152.151480016197,358.482161532706,-152.706919934429,44.1832622990526,1.51003166720631
C7-C8_1,36.0816026,140.0803439,0,181.012032,28305.469621,44452.116208,-222.010550,0.000000000,0.000000000,-0.713324040,0.700834370,2,2,0,0,1,356.997027513355,-156.014266346779,358.401551143078,-156.855570612835,44.1120449492494,1.63721699677658
C7-C8_2,36.081566,140.0803431,0,192.929358,28305.410684,44448.054943,-221.981892,0.000000000,0.000000000,-0.782224248,0.622996971,2,2,0,0,1,356.925055932954,-160.088559709967,358.087110826165,-160.878953318635,44.2327718894264,1.40538024443852
C7-C8_3,36.0815315,140.0803333,0,178.608584,28304.540369,44444.224094,-221.951251,0.000000000,0.000000000,-0.698468896,0.715640414,2,2,0,0,1,356.043404084545,-163.92908214213,357.171435895479,-164.874298576466,44.1844919129579,1.47169625745804
C7-C8_4,36.0814949,140.0803344,0,184.114331,28304.652563,44440.163376,-221.923360,0.000000000,0.000000000,-0.732033785,0.681268330,2,2,0,0,1,356.142365005679,-168.003375505318,357.12399112425,-168.996856879378,44.2877473953966,1.39663705996339
C7-C8_5,36.0814567,140.080331,0,186.988975,28304.360018,44435.923830,-221.892428,0.000000000,0.000000000,-0.748891966,0.662692103,2,2,0,0,1,355.83648579281,-172.255780053484,356.672865356472,-173.068674756983,44.5591858056235,1.16633124518224
C7-C8_6,36.0814211,140.0803256,0,185.489724,28303.886402,44431.972197,-221.862708,0.000000000,0.000000000,-0.740157830,0.672433184,2,2,0,0,1,355.350677628937,-176.218753925369,356.213348284992,-177.172259398095,44.6115134682282,1.28583566109221
C7-C8_7,36.0813841,140.0803212,0,183.227192,28303.503357,44427.865511,-221.832309,0.000000000,0.000000000,-0.726737693,0.686915079,2,2,0,0,1,354.954833941844,-180.337575084604,355.593467703563,-181.124878698291,44.8172065857947,1.01375542500772
C7-C8_8,36.0813454,140.0803185,0,175.216578,28303.274039,44423.570689,-221.801279,0.000000000,0.000000000,-0.676982454,0.735999156,2,2,0,0,1,354.711929862465,-184.645639378817,355.176812959775,-185.315094159118,45.034128890425,0.815037420633656
C7-C8_9,36.0813087,140.0803223,0,184.779104,28303.629457,44419.499653,-221.774407,0.000000000,0.000000000,-0.735973645,0.677010187,2,2,0,0,1,355.053794865535,-188.731064690423,355.362619429051,-189.349758313135,45.2507545297797,0.691487100251889
C7-C8_10,36.081271,140.0803184,0,191.327492,28303.291697,44415.315442,-221.743675,0.000000000,0.000000000,-0.773439282,0.633870394,2,2,0,0,1,354.702933412997,-192.927809493333,354.819431024877,-193.33103875021,45.5258874853882,0.41972077286584
C8,36.0812593,140.0803155,0,191.327492,28303.034688,44414.016407,-221.733460,0.000000000,0.000000000,-0.773439282,0.633870394,2,2,0,0,1,354.442036437239,-194.230247535806,354.790318769828,-194.576728711917,45.744008858495,0.491273639220115
