label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C4,36.0815436,140.0798466,,262.171870,2,2,0,0,1,312.25769436872,-162.58211630361,311.582594408573,-161.761786754356,40.3099936563777,1.06240318409252
C4-C1_1,36.0815435,140.0798457,,270.971072,2,2,0,0,1,312.176726341408,-162.59324825282,311.577973054131,-161.5630358684,40.5226838487606,1.19157167473786
C4-C1_2,36.0815436,140.0798384,,284.637024,2,2,0,0,1,311.519985678557,-162.58211630361,310.959234960489,-161.930044206223,40.1447649831463,0.860022899698677
C4-C1_3,36.0815497,140.0798095,,265.885297,2,2,0,0,1,308.92001236533,-161.903067409746,308.248187447252,-161.343317529331,39.71113740541,0.874453343052493
C4-C1_4,36.0815492,140.0798009,,275.712924,2,2,0,0,1,308.146317884966,-161.958727155002,307.442570506557,-161.382297679931,39.6340324693397,0.909687480593888
C4-C1_5,36.0815511,140.0797774,,268.368003,2,2,0,0,1,306.032152735612,-161.747220122396,305.337323722347,-161.217995383047,39.3721471258914,0.873422110100852
C4-C1_6,36.0815504,140.079747,,287.632921,2,2,0,0,1,303.297232713607,-161.825143766071,302.950146188622,-160.957072259255,39.5666226245921,0.934888868674444
C4-C1_7,36.081556,140.0797252,,266.680530,2,2,0,0,1,301.336007169408,-161.201754617462,300.79083342232,-160.369931417876,39.2053378384273,0.9945573135237
C4-C1_8,36.0815548,140.0796996,,291.153321,2,2,0,0,1,299.032916624696,-161.335338006393,298.47828523634,-160.490773060725,38.985494087349,1.01039889370573
C4-C1_9,36.0815639,140.0796705,,271.941584,2,2,0,0,1,296.414950417647,-160.322330640201,295.801089562722,-159.787014263915,38.3719756087709,0.814486815074236
C4-C1_10,36.0815641,140.0796632,,281.337282,2,2,0,0,1,295.758209754796,-160.300066741782,295.167994997491,-159.5947266106,38.463121030494,0.919705474810466
C4-C1_11,36.0815676,140.0796416,,260.631744,2,2,0,0,1,293.814977106977,-159.910448524198,293.322076888444,-159.23273598397,38.2725622831965,0.838000544517642
C4-C1_12,36.0815646,140.0796191,,280.777951,2,2,0,0,1,291.790776431845,-160.244406996526,291.281795499228,-159.443155706845,38.1842507481507,0.949244551726835
C1,36.0815652,140.0796152,,280.777951,2,2,0,0,1,291.439914981864,-160.177615302061,291.139418102938,-159.538250677055,38.1138548658613,0.706459834635207
