label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C8,36.0812593,140.0803155,,194.775737,2,2,0,0,1,354.442036437239,-194.230247535806,354.790318769828,-194.576728711917,45.744008858495,0.491273639220115
C8-C9_1,36.0812354,140.0803077,,169.550277,2,2,0,0,1,353.740313537277,-196.890783366009,353.934893068001,-197.348028911522,45.6469083871406,0.496925228448239
C8-C9_2,36.0811964,140.0803166,,158.413867,2,2,0,0,1,354.54099736093,-201.232243507059,354.626038554024,-201.368623119479,46.1794687393124,0.160721508227539
C8-C9_3,36.0811629,140.080333,,149.848458,2,2,0,0,1,356.016414741256,-204.96144644871,355.930608748031,-205.180982280212,46.3723235543265,0.235708824159408
C8-C9_4,36.0811309,140.080356,,141.665117,2,2,0,0,1,358.085597653499,-208.523670153801,357.980230280557,-208.684100671938,46.8166975716678,0.191938100517703
C8-C9_5,36.0811031,140.0803832,,133.311644,2,2,0,0,1,360.532631359013,-211.618351997635,360.682438542637,-211.787693043688,47.3680764348033,0.226094188655743
C8-C9_6,36.0810775,140.0804168,,130.238810,2,2,0,0,1,363.555437700066,-214.468130962024,363.565073084035,-214.610694515326,47.7719390049436,0.142888793662001
C8-C9_7,36.0810537,140.0804516,,131.778463,2,2,0,0,1,366.686201411721,-217.117534843017,366.678274411598,-217.214744892577,48.2585688889628,0.097532717927645
C8-C9_8,36.0810298,140.0804847,,141.842014,2,2,0,0,1,369.664025515662,-219.77807067322,369.74767754412,-219.824636128069,48.7964468909825,0.095739247179441
C8-C9_9,36.081001,140.0805127,,141.842014,2,2,0,0,1,372.18303079902,-222.984072007565,372.195362376169,-223.015070316064,49.2012780172415,0.033361098973888
C8-C9_10,36.081001,140.0805127,,136.640928,2,2,0,0,1,372.18303079902,-222.984072007565,372.190356310041,-223.069185004602,49.153718926935,0.08542766165734
C8-C9_11,36.0809915,140.0805238,,126.121893,2,2,0,0,1,373.181636464941,-224.041607170595,373.080516577326,-224.11861336348,49.2583126988822,0.127103050372479
C8-C9_12,36.0809695,140.0805611,,132.802245,2,2,0,0,1,376.537311362154,-226.490635967401,376.442166717545,-226.378850722284,49.8872309408501,0.146793884148898
C8-C9_13,36.0809454,140.0805933,,128.334314,2,2,0,0,1,379.434167441339,-229.173435696022,379.467732888622,-229.028717329711,50.4252368242167,0.148559903066371
C8-C9_14,36.0809238,140.0806271,,149.544498,2,2,0,0,1,382.474966676214,-231.577936696781,382.583613361192,-231.628557538122,50.7430030172198,0.119860634633554
C8-C9_15,36.0808915,140.0806506,,152.151200,2,2,0,0,1,384.589131825569,-235.173556249501,384.607977007389,-235.119038234118,51.1956352704361,0.057683228751585
C8-C9_16,36.0808606,140.0806708,,163.699974,2,2,0,0,1,386.406414211522,-238.613328514871,386.672640853908,-238.66231181278,51.6329722924523,0.270695379698123
C8-C9_17,36.0808255,140.0806835,,158.164124,2,2,0,0,1,387.548963035688,-242.520642642291,387.783872952582,-242.731272488826,51.8288634985082,0.315511650032699
C8-C9_18,36.0807898,140.0807012,,173.781066,2,2,0,0,1,389.141334233527,-246.494748463385,389.225826267258,-246.604189649407,52.2175837284219,0.138261625050994
C8-C9_19,36.0807542,140.080706,,144.306942,2,2,0,0,1,389.57316371082,-250.45772233527,389.72115736963,-250.611289229033,52.5034880165201,0.213271924800414
C9,36.0807479,140.0807116,,144.306942,2,2,0,0,1,390.076964768515,-251.159035127554,390.150639867226,-251.112132830956,52.7127466219289,0.087337538299546
