label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C10,36.080017,140.0808861,,91.476619,2,2,0,0,1,405.775765558785,-332.522450948429,403.637807253279,-332.238162652592,58.3044484978329,2.15677665770821
C10-C18_1,36.0800169,140.0808909,,138.343813,2,2,0,0,1,406.207595036079,-332.533582897638,404.074056022959,-332.419090166764,58.2185477210791,2.13660883315795
C10-C18_2,36.0799891,140.0809215,,126.442262,2,2,0,0,1,408.960507954462,-335.628264741471,406.596345070227,-335.723977735667,58.3704294533853,2.36609955844135
C10-C18_3,36.0799669,140.0809587,,116.809403,2,2,0,0,1,412.307186404764,-338.099557437487,409.77703360741,-338.286046470553,58.6649261565828,2.53701622726603
C10-C18_4,36.0799504,140.0809991,,113.543544,2,2,0,0,1,415.941751171556,-339.936329034893,413.279831415679,-340.26092228445,58.9280723336204,2.68163710527403
C10-C18_5,36.0799348,140.0810434,,127.798413,2,2,0,0,1,419.927177390886,-341.672913091788,416.96837059832,-342.288791960108,58.9922624069003,3.0222250770214
C10-C18_6,36.0799138,140.0810769,,118.646220,2,2,0,0,1,422.940987285028,-344.010622398081,420.049892118796,-344.957412132925,59.2186835744917,3.04217719112689
C10-C18_7,36.0798972,140.0811145,,113.885249,2,2,0,0,1,426.323651522973,-345.858525945488,423.156677043351,-347.56348494508,58.8973873525214,3.59675027557742
C10-C18_8,36.0798836,140.0811525,,112.922633,2,2,0,0,1,429.742301553675,-347.372471020568,426.336803204964,-350.098288705713,58.384501019712,4.36205239030092
C10-C18_9,36.0798701,140.081192,,125.086369,2,2,0,0,1,433.295898293155,-348.875284145646,429.673362297956,-352.423067054689,58.0479275420226,5.07045664671409
C10-C18_10,36.0798504,140.0812267,,130.854211,2,2,0,0,1,436.417665557899,-351.06827811459,432.935269744211,-355.062834285686,58.2414039773666,5.29939238094614
C10-C18_11,36.0798237,140.0812649,,142.571778,2,2,0,0,1,439.854308482423,-354.040508518702,436.423068918134,-357.086084312452,59.497233047803,4.58791203741109
C18,36.0798105,140.0812774,,142.571778,2,2,0,0,1,440.978864412768,-355.509925796943,437.404197945174,-358.192940174819,59.8773633046866,4.46954209135945
