label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C100,36.081971,140.0797927,0,0.000000,2,2,0,0,1,307.408609194804,-115.004165938618,306.55648086447,-114.944356679822,36.954435417603,0.854224700412684
C100-C4_1,36.0819711,140.0797927,0,90.000000,2,2,0,0,1,307.408609194804,-114.993033989409,306.127157471948,-114.987904567427,36.7410320243536,1.28146198889417
C100-C4_2,36.0819711,140.0797928,0,167.049928,2,2,0,0,1,307.417605644271,-114.993033989409,306.267583067556,-115.045417199972,36.7380082458112,1.1512149789263
C100-C4_3,36.0819349,140.0798031,0,165.897886,2,2,0,0,1,308.344239729791,-119.022799555759,307.226955179942,-118.964777553221,37.1021630088576,1.11879011351998
C100-C4_4,36.0819008,140.0798137,0,158.344936,2,2,0,0,1,309.297863158601,-122.818794191876,308.378780997407,-122.834511261302,37.3610396212083,0.919216538850622
C100-C4_5,36.0818664,140.0798306,0,168.005977,2,2,0,0,1,310.818262776038,-126.648184675621,309.836844136223,-126.564707007308,37.7407674055681,0.984962470189836
C100-C4_6,36.0818295,140.0798403,0,176.040956,2,2,0,0,1,311.690918180092,-130.755873885646,310.717783418894,-130.507264500144,38.1543012722987,1.0043893119765
C100-C4_7,36.0817933,140.0798434,0,176.006297,2,2,0,0,1,311.969808049672,-134.785639451996,311.020973059155,-134.58422342906,38.3195758854744,0.969977450008852
C100-C4_8,36.0817551,140.0798467,0,175.023870,2,2,0,0,1,312.266690815631,-139.038044000953,311.299221120521,-138.628415285083,38.7130733579785,1.05061567465073
C100-C4_9,36.0817189,140.0798506,0,181.690430,2,2,0,0,1,312.617552265612,-143.067809567304,311.735207397753,-142.631340278504,38.9884050152014,0.984397229731703
C100-C4_10,36.0816833,140.0798493,0,192.039069,2,2,0,0,1,312.500598450657,-147.030783439188,311.629508245305,-146.66303276717,39.0990600794844,0.945536198476635
C100-C4_11,36.0816473,140.0798398,0,177.230772,2,2,0,0,1,311.645935942981,-151.038285107911,310.855890917881,-150.699231022735,39.2090030090828,0.859726011215126
C100-C4_12,36.0816072,140.0798422,0,176.462738,2,2,0,0,1,311.861850681628,-155.502196688683,311.201040268957,-154.818122832248,39.8096033538794,0.951119047518299
C100-C4_13,36.0815719,140.0798449,0,177.220593,2,2,0,0,1,312.104754761007,-159.43177471373,311.403577042984,-158.912604443347,39.8624026633812,0.872460865541455
C4,36.0815436,140.0798466,0,177.220593,2,2,0,0,1,312.25769436872,-162.58211630361,311.582594408573,-161.761786754356,40.3099936563777,1.06240318409252
