index,lat,lon
0,36.0798115,140.083281
1,36.0798233,140.0825463
2,36.0798435,140.0824307
3,36.0798718,140.0823598
4,36.0799731,140.0820875
5,36.0800056,140.0819498
6,36.0800437,140.0817282
7,36.0800584,140.0814066
8,36.0800623,140.0812304
9,36.0800326,140.0811288
10,36.0799813,140.0809092
