index,lat,lon
0,36.0800326,140.0811288
1,36.0799836,140.0811433
2,36.0799327,140.0811817
3,36.07989,140.0812282
4,36.079865,140.0812772
5,36.079837,140.0813517
6,36.0797845,140.0815427
7,36.0797913,140.0817493
8,36.0797723,140.0819661
9,36.0797653,140.0820458
10,36.0797533,140.0821758
11,36.0797524,140.0822789
12,36.0797614,140.0823185
13,36.0797776,140.0823495
14,36.079806,140.0823891
15,36.0798435,140.0824307
