index,lat,lon
0,36.0807032,140.0807212
1,36.0804764,140.0807265
2,36.0803315,140.0807841
3,36.0802342,140.0807863
4,36.0801662,140.0807991
5,36.0801169,140.0808185
6,36.0800562,140.0808527
7,36.0799813,140.0809092
