index,lat,lon
0,36.0795967,140.081406
1,36.079718,140.0813335
2,36.079765,140.0812758
3,36.0799813,140.0809092
4,36.0799513,140.0806966
5,36.0799394,140.0806123
6,36.0799281,140.0805122
7,36.0799297,140.0804859
8,36.0799473,140.080279
9,36.0799803,140.0801586
10,36.0800174,140.0800563
