index,lat,lon
0,36.0815638,140.0803476
1,36.0812288,140.0803226
2,36.0811694,140.080321
3,36.0811339,140.0803364
4,36.0810868,140.0803699
5,36.0808724,140.0806598
6,36.0808138,140.0806882
7,36.0807032,140.0807212
