index,lat,lon
0,36.0808958,140.0812089
1,36.0809332,140.0811926
2,36.0809869,140.081134
3,36.081006,140.0810874
4,36.0810309,140.0810419
5,36.0810768,140.0810046
6,36.0811317,140.0809878
7,36.0811704,140.0809862
8,36.0811906,140.0809588
9,36.0812006,140.0809239
10,36.0812268,140.0809613
11,36.0813007,140.0809714
12,36.0813176,140.0809956
