label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C1,36.081552,140.079613,0,18.275587,28239.656023,44446.291406,-221.678418,0.000000000,0.000000000,0.585837909,0.810428248,0,0,0,0,0
C1-C100_1,36.08159577777778,140.0796308888889,0,18.275578,28241.251609,44451.154010,-221.719474,0.000000000,0.000000000,0.585837972,0.810428202,0,0,0,0,0
C1-C100_2,36.081639555555554,140.07964877777778,0,18.275568,28242.847193,44456.016614,-221.760534,0.000000000,0.000000000,0.585838043,0.810428151,0,0,0,0,0
C1-C100_3,36.08168333333334,140.07966666666667,0,18.275559,28244.442776,44460.879219,-221.801598,0.000000000,0.000000000,0.585838107,0.810428105,0,0,0,0,0
C1-C100_4,36.081727111111114,140.07968455555556,0,18.275549,28246.038357,44465.741824,-221.842666,0.000000000,0.000000000,0.585838177,0.810428053,0,0,0,0,0
C1-C100_5,36.08177088888889,140.07970244444442,0,18.275540,28247.633936,44470.604429,-221.883738,0.000000000,0.000000000,0.585838241,0.810428007,0,0,0,0,0
C1-C100_6,36.081814666666666,140.0797203333333,0,18.275530,28249.229513,44475.467035,-221.924814,0.000000000,0.000000000,0.585838312,0.810427956,0,0,0,0,0
C1-C100_7,36.08185844444445,140.0797382222222,0,18.275521,28250.825089,44480.329641,-221.965894,0.000000000,0.000000000,0.585838375,0.810427910,0,0,0,0,0
C1-C100_8,36.081902222222226,140.0797561111111,0,18.275511,28252.420662,44485.192247,-222.006979,0.000000000,0.000000000,0.585838446,0.810427859,0,0,0,0,0
C100,36.081946,140.079774,0,18.275511,28254.016234,44490.054854,-222.048067,0.000000000,0.000000000,0.585838446,0.810427859,0,0,0,0,0
