label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C7,36.081578,140.080348,0,57.205881,28305.847723,44449.387841,-221.993149,0.000000000,0.000000000,0.282292223,0.959328463,0,0,0,0,0
C7-C102_1,36.08160313333333,140.08039626666667,0,57.205873,28310.186061,44452.190476,-222.031979,0.000000000,0.000000000,0.282292290,0.959328444,0,0,0,0,0
C7-C102_2,36.08162826666667,140.08044453333332,0,57.205865,28314.524397,44454.993113,-222.070813,0.000000000,0.000000000,0.282292357,0.959328424,0,0,0,0,0
C7-C102_3,36.0816534,140.0804928,0,57.205856,28318.862731,44457.795751,-222.109651,0.000000000,0.000000000,0.282292432,0.959328402,0,0,0,0,0
C7-C102_4,36.08167853333333,140.08054106666665,0,57.205848,28323.201061,44460.598392,-222.148493,0.000000000,0.000000000,0.282292499,0.959328382,0,0,0,0,0
C7-C102_5,36.08170366666667,140.08058933333334,0,57.205840,28327.539389,44463.401035,-222.187340,0.000000000,0.000000000,0.282292566,0.959328362,0,0,0,0,0
C7-C102_6,36.0817288,140.0806376,0,57.205831,28331.877713,44466.203681,-222.226190,0.000000000,0.000000000,0.282292642,0.959328340,0,0,0,0,0
C7-C102_7,36.08175393333333,140.08068586666667,0,57.205823,28336.216035,44469.006328,-222.265045,0.000000000,0.000000000,0.282292709,0.959328321,0,0,0,0,0
C7-C102_8,36.08177906666667,140.08073413333332,0,57.205815,28340.554355,44471.808977,-222.303904,0.000000000,0.000000000,0.282292776,0.959328301,0,0,0,0,0
C7-C102_9,36.0818042,140.0807824,0,57.205806,28344.892671,44474.611629,-222.342767,0.000000000,0.000000000,0.282292851,0.959328279,0,0,0,0,0
C7-C102_10,36.08182933333333,140.08083066666666,0,57.205798,28349.230985,44477.414283,-222.381635,0.000000000,0.000000000,0.282292918,0.959328259,0,0,0,0,0
C7-C102_11,36.08185446666667,140.08087893333334,0,57.205790,28353.569296,44480.216939,-222.420506,0.000000000,0.000000000,0.282292985,0.959328239,0,0,0,0,0
C7-C102_12,36.0818796,140.0809272,0,57.205781,28357.907604,44483.019597,-222.459382,0.000000000,0.000000000,0.282293060,0.959328217,0,0,0,0,0
C7-C102_13,36.08190473333333,140.08097546666667,0,57.205773,28362.245909,44485.822257,-222.498262,0.000000000,0.000000000,0.282293127,0.959328197,0,0,0,0,0
C7-C102_14,36.08192986666667,140.08102373333332,0,57.205765,28366.584211,44488.624919,-222.537146,0.000000000,0.000000000,0.282293194,0.959328178,0,0,0,0,0
C102,36.081955,140.081072,0,57.205765,28370.922511,44491.427583,-222.576035,0.000000000,0.000000000,0.282293194,0.959328178,0,0,0,0,0
