label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C14,36.080993,140.081147,0,150.003209,28378.023369,44384.708392,-221.861597,0.000000000,0.000000000,-0.500024252,0.866011402,0,0,0,0,0
C14-C15_1,36.0809475,140.0811795,0,150.003194,28380.966997,44379.669228,-221.839499,0.000000000,0.000000000,-0.500024138,0.866011467,0,0,0,0,0
C15,36.080902,140.081212,0,150.003194,28383.910628,44374.630064,-221.817407,0.000000000,0.000000000,-0.500024138,0.866011467,0,0,0,0,0
