label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C3,36.079809,140.079516,0,65.268773,28231.542369,44252.865069,-220.293138,0.000000000,0.000000000,0.214149131,0.976800977,0,0,0,0,0
C3-C6_1,36.079829399999994,140.0795708,0,65.268767,28236.470988,44255.144347,-220.330797,0.000000000,0.000000000,0.214149182,0.976800966,0,0,0,0,0
C3-C6_2,36.0798498,140.0796256,0,65.268762,28241.399605,44257.423628,-220.368461,0.000000000,0.000000000,0.214149225,0.976800957,0,0,0,0,0
C3-C6_3,36.0798702,140.0796804,0,65.268756,28246.328219,44259.702912,-220.406130,0.000000000,0.000000000,0.214149276,0.976800946,0,0,0,0,0
C3-C6_4,36.0798906,140.07973520000002,0,65.268750,28251.256831,44261.982198,-220.443804,0.000000000,0.000000000,0.214149327,0.976800934,0,0,0,0,0
C3-C6_5,36.079910999999996,140.07979,0,65.268745,28256.185440,44264.261488,-220.481482,0.000000000,0.000000000,0.214149370,0.976800925,0,0,0,0,0
C3-C6_6,36.0799314,140.0798448,0,65.268739,28261.114046,44266.540780,-220.519164,0.000000000,0.000000000,0.214149421,0.976800914,0,0,0,0,0
C3-C6_7,36.0799518,140.0798996,0,65.268734,28266.042650,44268.820075,-220.556852,0.000000000,0.000000000,0.214149464,0.976800905,0,0,0,0,0
C3-C6_8,36.0799722,140.0799544,0,65.268728,28270.971252,44271.099372,-220.594544,0.000000000,0.000000000,0.214149515,0.976800893,0,0,0,0,0
C3-C6_9,36.0799926,140.0800092,0,65.268722,28275.899850,44273.378673,-220.632240,0.000000000,0.000000000,0.214149566,0.976800882,0,0,0,0,0
C6,36.080013,140.080064,0,65.268722,28280.828447,44275.657976,-220.669941,0.000000000,0.000000000,0.214149566,0.976800882,0,0,0,0,0
