label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C1,36.081552,140.079613,0,182.760262,28239.656023,44446.291406,-221.678418,0.000000000,0.000000000,-0.723932672,0.689870630,0,0,0,0,0
C1-C2_1,36.08150704545455,140.0796103181818,0,182.760263,28239.430548,44441.302603,-221.642544,0.000000000,0.000000000,-0.723932678,0.689870624,0,0,0,0,0
C1-C2_2,36.08146209090909,140.07960763636362,0,182.760265,28239.205074,44436.313800,-221.606673,0.000000000,0.000000000,-0.723932690,0.689870611,0,0,0,0,0
C1-C2_3,36.08141713636364,140.07960495454546,0,182.760267,28238.979598,44431.324996,-221.570806,0.000000000,0.000000000,-0.723932702,0.689870599,0,0,0,0,0
C1-C2_4,36.08137218181818,140.07960227272727,0,182.760268,28238.754123,44426.336193,-221.534943,0.000000000,0.000000000,-0.723932708,0.689870592,0,0,0,0,0
C1-C2_5,36.08132722727273,140.07959959090908,0,182.760270,28238.528647,44421.347390,-221.499085,0.000000000,0.000000000,-0.723932720,0.689870580,0,0,0,0,0
C1-C2_6,36.08128227272727,140.0795969090909,0,182.760271,28238.303171,44416.358587,-221.463230,0.000000000,0.000000000,-0.723932726,0.689870573,0,0,0,0,0
C1-C2_7,36.08123731818182,140.07959422727274,0,182.760273,28238.077695,44411.369784,-221.427379,0.000000000,0.000000000,-0.723932738,0.689870561,0,0,0,0,0
C1-C2_8,36.08119236363636,140.07959154545455,0,182.760275,28237.852219,44406.380981,-221.391532,0.000000000,0.000000000,-0.723932750,0.689870548,0,0,0,0,0
C1-C2_9,36.08114740909091,140.07958886363636,0,182.760276,28237.626742,44401.392179,-221.355688,0.000000000,0.000000000,-0.723932756,0.689870542,0,0,0,0,0
C1-C2_10,36.08110245454545,140.07958618181817,0,182.760278,28237.401265,44396.403376,-221.319849,0.000000000,0.000000000,-0.723932768,0.689870529,0,0,0,0,0
C1-C2_11,36.0810575,140.0795835,0,182.760279,28237.175787,44391.414573,-221.284014,0.000000000,0.000000000,-0.723932774,0.689870523,0,0,0,0,0
C1-C2_12,36.08101254545455,140.07958081818182,0,182.760281,28236.950310,44386.425770,-221.248182,0.000000000,0.000000000,-0.723932786,0.689870510,0,0,0,0,0
C1-C2_13,36.08096759090909,140.07957813636364,0,182.760282,28236.724832,44381.436967,-221.212355,0.000000000,0.000000000,-0.723932792,0.689870504,0,0,0,0,0
C1-C2_14,36.08092263636364,140.07957545454545,0,182.760284,28236.499353,44376.448164,-221.176531,0.000000000,0.000000000,-0.723932804,0.689870491,0,0,0,0,0
C1-C2_15,36.08087768181818,140.07957277272726,0,182.760286,28236.273875,44371.459361,-221.140712,0.000000000,0.000000000,-0.723932816,0.689870479,0,0,0,0,0
C1-C2_16,36.08083272727273,140.0795700909091,0,182.760287,28236.048396,44366.470558,-221.104896,0.000000000,0.000000000,-0.723932823,0.689870472,0,0,0,0,0
C1-C2_17,36.08078777272727,140.0795674090909,0,182.760289,28235.822917,44361.481755,-221.069084,0.000000000,0.000000000,-0.723932835,0.689870460,0,0,0,0,0
C1-C2_18,36.08074281818182,140.07956472727273,0,182.760290,28235.597437,44356.492953,-221.033276,0.000000000,0.000000000,-0.723932841,0.689870453,0,0,0,0,0
C1-C2_19,36.08069786363636,140.07956204545454,0,182.760292,28235.371957,44351.504150,-220.997472,0.000000000,0.000000000,-0.723932853,0.689870441,0,0,0,0,0
C1-C2_20,36.08065290909091,140.07955936363638,0,182.760293,28235.146477,44346.515347,-220.961672,0.000000000,0.000000000,-0.723932859,0.689870434,0,0,0,0,0
C1-C2_21,36.08060795454545,140.0795566818182,0,182.760295,28234.920997,44341.526544,-220.925876,0.000000000,0.000000000,-0.723932871,0.689870422,0,0,0,0,0
C2,36.080563,140.079554,0,182.760295,28234.695516,44336.537741,-220.890084,0.000000000,0.000000000,-0.723932871,0.689870422,0,0,0,0,0
