label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C6,36.080013,140.080064,0,91.876155,28280.828447,44275.657976,-220.669941,0.000000000,0.000000000,-0.016371810,0.999865973,0,0,0,0,0
C6-C10_1,36.08001142857143,140.08012335714284,0,91.876155,28286.175377,44275.500705,-220.692530,0.000000000,0.000000000,-0.016371810,0.999865973,0,0,0,0,0
C6-C10_2,36.080009857142855,140.0801827142857,0,91.876155,28291.522307,44275.343438,-220.715123,0.000000000,0.000000000,-0.016371810,0.999865973,0,0,0,0,0
C6-C10_3,36.080008285714285,140.08024207142856,0,91.876154,28296.869237,44275.186173,-220.737721,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_4,36.080006714285716,140.08030142857143,0,91.876154,28302.216168,44275.028912,-220.760323,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_5,36.080005142857146,140.08036078571428,0,91.876154,28307.563098,44274.871655,-220.782929,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_6,36.08000357142857,140.08042014285715,0,91.876154,28312.910029,44274.714400,-220.805541,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_7,36.080002,140.0804795,0,91.876154,28318.256960,44274.557149,-220.828156,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_8,36.08000042857143,140.08053885714284,0,91.876154,28323.603892,44274.399901,-220.850776,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_9,36.079998857142854,140.08059821428571,0,91.876154,28328.950823,44274.242656,-220.873401,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_10,36.079997285714285,140.08065757142856,0,91.876154,28334.297755,44274.085414,-220.896030,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_11,36.079995714285715,140.08071692857143,0,91.876154,28339.644687,44273.928176,-220.918664,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_12,36.079994142857146,140.08077628571428,0,91.876154,28344.991619,44273.770941,-220.941302,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C6-C10_13,36.07999257142857,140.08083564285715,0,91.876154,28350.338551,44273.613709,-220.963945,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
C10,36.079991,140.080895,0,91.876154,28355.685483,44273.456480,-220.986592,0.000000000,0.000000000,-0.016371801,0.999865973,0,0,0,0,0
