label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C9,36.080706,140.080713,0,64.079880,28339.035958,44352.738375,-221.465317,0.000000000,0.000000000,0.224271781,0.974526638,0,0,0,0,0
C9-C15_1,36.080727777777774,140.08076844444446,0,64.079874,28344.022044,44355.170774,-221.504419,0.000000000,0.000000000,0.224271832,0.974526626,0,0,0,0,0
C9-C15_2,36.080749555555556,140.0808238888889,0,64.079867,28349.008127,44357.603175,-221.543526,0.000000000,0.000000000,0.224271892,0.974526612,0,0,0,0,0
C9-C15_3,36.08077133333333,140.08087933333334,0,64.079861,28353.994207,44360.035579,-221.582637,0.000000000,0.000000000,0.224271943,0.974526601,0,0,0,0,0
C9-C15_4,36.08079311111111,140.08093477777777,0,64.079855,28358.980284,44362.467986,-221.621753,0.000000000,0.000000000,0.224271994,0.974526589,0,0,0,0,0
C9-C15_5,36.08081488888889,140.08099022222223,0,64.079849,28363.966358,44364.900396,-221.660874,0.000000000,0.000000000,0.224272045,0.974526577,0,0,0,0,0
C9-C15_6,36.08083666666667,140.08104566666665,0,64.079842,28368.952430,44367.332809,-221.700000,0.000000000,0.000000000,0.224272105,0.974526564,0,0,0,0,0
C9-C15_7,36.080858444444445,140.0811011111111,0,64.079836,28373.938499,44369.765225,-221.739131,0.000000000,0.000000000,0.224272156,0.974526552,0,0,0,0,0
C9-C15_8,36.08088022222223,140.08115655555554,0,64.079830,28378.924565,44372.197643,-221.778267,0.000000000,0.000000000,0.224272207,0.974526540,0,0,0,0,0
C15,36.080902,140.081212,0,64.079830,28383.910628,44374.630064,-221.817407,0.000000000,0.000000000,0.224272207,0.974526540,0,0,0,0,0
