label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C11,36.081561,140.081029,0,290.786035,28367.191075,44447.698016,-222.253560,0.000000000,0.000000000,-0.983593463,-0.180399278,0,0,0,0,0
C11-C100_1,36.08157704166667,140.08097670833334,0,290.786039,28362.475435,44449.462855,-222.244952,0.000000000,0.000000000,-0.983593457,-0.180399313,0,0,0,0,0
C11-C100_2,36.08159308333333,140.08092441666668,0,290.786042,28357.759797,44451.227697,-222.236348,0.000000000,0.000000000,-0.983593452,-0.180399338,0,0,0,0,0
C11-C100_3,36.081609125,140.08087212499998,0,290.786046,28353.044161,44452.992541,-222.227748,0.000000000,0.000000000,-0.983593446,-0.180399373,0,0,0,0,0
C11-C100_4,36.08162516666667,140.08081983333332,0,290.786050,28348.328526,44454.757388,-222.219151,0.000000000,0.000000000,-0.983593439,-0.180399407,0,0,0,0,0
C11-C100_5,36.08164120833334,140.08076754166666,0,290.786054,28343.612894,44456.522237,-222.210559,0.000000000,0.000000000,-0.983593433,-0.180399441,0,0,0,0,0
C11-C100_6,36.08165725,140.08071525,0,290.786058,28338.897263,44458.287089,-222.201971,0.000000000,0.000000000,-0.983593427,-0.180399476,0,0,0,0,0
C11-C100_7,36.08167329166667,140.08066295833333,0,290.786062,28334.181634,44460.051944,-222.193387,0.000000000,0.000000000,-0.983593420,-0.180399510,0,0,0,0,0
C11-C100_8,36.08168933333334,140.08061066666667,0,290.786066,28329.466007,44461.816801,-222.184807,0.000000000,0.000000000,-0.983593414,-0.180399544,0,0,0,0,0
C11-C100_9,36.081705375,140.080558375,0,290.786070,28324.750382,44463.581660,-222.176230,0.000000000,0.000000000,-0.983593408,-0.180399579,0,0,0,0,0
C11-C100_10,36.08172141666667,140.08050608333332,0,290.786074,28320.034759,44465.346522,-222.167658,0.000000000,0.000000000,-0.983593402,-0.180399613,0,0,0,0,0
C11-C100_11,36.081737458333336,140.08045379166666,0,290.786077,28315.319138,44467.111387,-222.159090,0.000000000,0.000000000,-0.983593397,-0.180399639,0,0,0,0,0
C11-C100_12,36.081753500000005,140.0804015,0,290.786081,28310.603519,44468.876254,-222.150526,0.000000000,0.000000000,-0.983593391,-0.180399673,0,0,0,0,0
C11-C100_13,36.08176954166667,140.08034920833333,0,290.786085,28305.887901,44470.641123,-222.141966,0.000000000,0.000000000,-0.983593384,-0.180399708,0,0,0,0,0
C11-C100_14,36.081785583333335,140.08029691666667,0,290.786089,28301.172286,44472.405995,-222.133409,0.000000000,0.000000000,-0.983593378,-0.180399742,0,0,0,0,0
C11-C100_15,36.081801625000004,140.08024462499998,0,290.786093,28296.456672,44474.170870,-222.124857,0.000000000,0.000000000,-0.983593372,-0.180399776,0,0,0,0,0
C11-C100_16,36.081817666666666,140.08019233333331,0,290.786097,28291.741060,44475.935747,-222.116309,0.000000000,0.000000000,-0.983593365,-0.180399811,0,0,0,0,0
C11-C100_17,36.081833708333335,140.08014004166665,0,290.786101,28287.025450,44477.700626,-222.107765,0.000000000,0.000000000,-0.983593359,-0.180399845,0,0,0,0,0
C11-C100_18,36.08184975,140.08008775,0,290.786105,28282.309842,44479.465508,-222.099225,0.000000000,0.000000000,-0.983593353,-0.180399879,0,0,0,0,0
C11-C100_19,36.081865791666665,140.08003545833333,0,290.786108,28277.594236,44481.230393,-222.090688,0.000000000,0.000000000,-0.983593348,-0.180399905,0,0,0,0,0
C11-C100_20,36.081881833333334,140.07998316666666,0,290.786112,28272.878632,44482.995280,-222.082156,0.000000000,0.000000000,-0.983593342,-0.180399939,0,0,0,0,0
C11-C100_21,36.081897875,140.079930875,0,290.786116,28268.163030,44484.760170,-222.073628,0.000000000,0.000000000,-0.983593335,-0.180399974,0,0,0,0,0
C11-C100_22,36.08191391666667,140.0798785833333,0,290.786120,28263.447429,44486.525062,-222.065104,0.000000000,0.000000000,-0.983593329,-0.180400008,0,0,0,0,0
C11-C100_23,36.08192995833333,140.07982629166665,0,290.786124,28258.731831,44488.289956,-222.056584,0.000000000,0.000000000,-0.983593323,-0.180400042,0,0,0,0,0
C100,36.081946,140.079774,0,290.786124,28254.016234,44490.054854,-222.048067,0.000000000,0.000000000,-0.983593323,-0.180400042,0,0,0,0,0
