label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
16,36.0830404,140.0769809,0,350.947507,28002.056498,44610.686668,-221.783535,0.000000000,0.000000000,-0.760703390,-0.649099647,2,2,0,0,0,-1,54.4464999368222,4.04089751635077,53.7569875779936,3.52177220512947,7.03409661098615,0.86308654359106
17,36.0830754,140.076974,0,357.705144,28001.422620,44614.568205,-221.807995,0.000000000,0.000000000,-0.721124845,-0.692805137,2,2,0,0,0,-1,53.8257450641719,7.9370796937701,53.138470980316,7.50392421817162,7.14714982527968,0.812384965629547
18,36.0831117,140.0769722,0,2.363665,28001.247626,44618.595441,-221.835492,0.000000000,0.000000000,0.692371997,0.721540725,2,2,0,0,0,-1,53.6638090095477,11.9779772093299,52.9015195524497,11.5185843940896,7.27583814666012,0.890015154419998
19,36.0831489,140.0769741,0,337.997284,28001.405564,44622.723592,-221.865160,0.000000000,0.000000000,-0.829050826,-0.559173254,2,2,0,0,0,-1,53.8347415110829,16.1190622669835,53.1674041220137,15.6150054909486,7.43017051951626,0.836308809182616
20,36.0831833,140.0769569,0,350.374872,27999.844203,44626.535619,-221.885072,0.000000000,0.000000000,-0.763937548,-0.645290185,2,2,0,0,0,-1,52.2873525503559,19.9484527507283,51.7797525530057,19.4177178072331,7.37169093633056,0.734395899741301
21,36.0832219,140.0769488,0,7.671210,27999.100969,44630.816260,-221.911864,0.000000000,0.000000000,0.658221764,0.752824089,2,2,0,0,0,-1,51.5586403071039,24.2453850949407,51.3888671847718,23.4182016068951,7.14809466368944,0.844426098579228
22,36.0832573,140.0769547,0,5.874826,27999.619816,44634.745828,-221.941728,0.000000000,0.000000000,0.669941981,0.742413458,2,2,0,0,0,-1,52.089430705531,28.1860950691977,52.0845069101758,27.3670136917952,7.41736338084998,0.819096176629031
23,36.083295,140.0769595,0,2.557830,28000.038772,44638.930285,-221.972946,0.000000000,0.000000000,0.691148418,0.722712850,2,2,0,0,0,-1,52.5212601828243,32.3828398721074,52.516585877482,31.3539231660543,7.60022598678464,1.02892732353924
24,36.0833348,140.0769617,0,5.813567,28000.222808,44643.347011,-222.004768,0.000000000,0.000000000,0.670338768,0.742055211,2,2,0,0,0,-1,52.7191820276491,36.813355605251,52.7628757058835,35.4114318948497,7.65750745729791,1.40260444434732
25,36.0833729,140.0769665,0,6.708863,28000.641622,44647.575851,-222.036303,0.000000000,0.000000000,0.664520742,0.747269820,2,2,0,0,0,-1,53.1510115049424,41.0546282049983,53.1659693631098,39.4431691679446,7.94577180782397,1.61152845634914
26,36.08341,140.0769719,0,18.405988,28001.114830,44651.693904,-222.067301,0.000000000,0.000000000,0.584915292,0.811094385,2,2,0,0,0,-1,53.6368196662581,45.1845813134425,53.488225972454,43.4690921124288,8.43322023397056,1.72191268205825
27,36.0834423,140.0769852,0,20.597783,28002.301271,44655.281615,-222.097705,0.000000000,0.000000000,0.569295429,0.822133027,2,2,0,0,0,-1,54.8333471770039,48.7802008661624,54.2263020126039,47.4549242494698,9.51350328776041,1.457690619567
28,36.0834752,140.0770005,0,5.615391,28003.667633,44658.936470,-222.129371,0.000000000,0.000000000,0.671621084,0.740894810,2,2,0,0,0,-1,56.2098036361958,52.4426121125569,54.507376695133,51.5320406014118,11.111151135298,1.93064703313826
29,36.0835089,140.0770046,0,30.194036,28004.024958,44662.676898,-222.157216,0.000000000,0.000000000,0.498532857,0.866870804,2,2,0,0,0,-1,56.5786579799988,56.1940789526268,54.2867775138365,55.5948648122257,12.2095883674617,2.36891824621136
30,36.0835364,140.0770244,0,29.571905,28005.798535,44665.733868,-222.186472,0.000000000,0.000000000,0.503231830,0.864151448,2,2,0,0,0,-1,58.3599545757512,59.2553649496225,54.5782263629913,59.6099492821678,14.4550017015557,3.79831519546114
31,36.0835646,140.0770442,0,349.004657,28007.571863,44668.868508,-222.216275,0.000000000,0.000000000,-0.771598733,-0.636109579,2,2,0,0,0,-1,60.1412511689466,62.3945745895022,55.0308849407123,63.7498423088215,16.6133692266665,5.2870212386283
32,36.0835933,140.0770373,0,11.021621,28006.940221,44672.051013,-222.235867,0.000000000,0.000000000,0.635932620,0.771744584,2,2,0,0,0,-1,59.5204962962964,65.589443975429,55.5590611611765,67.7280064150314,16.5357415169857,4.50182381239438
33,36.0836211,140.077044,0,42.317896,28007.533810,44675.137535,-222.260161,0.000000000,0.000000000,0.404200755,0.914670296,2,2,0,0,0,-1,60.1232582751248,68.684125819262,55.9489119444638,71.783762482074,17.7238398796213,5.19931867938019
34,36.083644,140.0770698,0,22.394827,28009.849418,44677.685813,-222.288226,0.000000000,0.000000000,0.556333128,0.830959356,2,2,0,0,0,-1,62.4443417162153,71.2333421589524,56.3510309074769,75.7756898351864,20.58742797918,7.60008940892646
35,36.0836693,140.0770827,0,323.768675,28011.002309,44680.496710,-222.313039,0.000000000,0.000000000,-0.891921175,-0.452190909,2,2,0,0,0,-1,63.6048834367606,74.0497252757139,56.8633120937891,79.7736257040605,22.2663493610142,8.84374469814684
36,36.0837068,140.0770487,0,319.479092,28007.926729,44684.647912,-222.328726,0.000000000,0.000000000,-0.908219546,-0.418494034,2,2,0,0,0,-1,60.5460913055072,78.2242061809957,57.1535476624229,83.8014219010678,19.9509079693061,6.52799261323503
37,36.0837745,140.0769771,0,326.586377,28001.453926,44692.139306,-222.352999,0.000000000,0.000000000,-0.880533708,-0.473983532,2,2,0,0,0,-1,54.1046349337519,85.7605357071817,56.9198323308664,87.6275687935674,13.1758384701944,3.37803921386052
38,36.0837794,140.0769731,0,286.793865,28001.091921,44692.681856,-222.355226,0.000000000,0.000000000,-0.989280153,-0.146030065,2,2,0,0,0,-1,53.7447770368599,86.3060012121153,56.4108423149265,87.862098906383,13.0553692886803,3.08696357299822
39,36.0837804,140.076969,0,291.907526,28000.722292,44692.791645,-222.354377,0.000000000,0.000000000,-0.981780844,-0.190016772,2,2,0,0,0,-1,53.3759226904999,86.4173207026276,56.0590454585713,87.839300203008,12.9198367837381,3.03663851784255
40,36.0837921,140.076933,0,297.782734,27997.475736,44694.079584,-222.349195,0.000000000,0.000000000,-0.970752667,-0.240081778,2,2,0,0,0,-1,50.1372016108005,87.7197587451008,52.0263665346058,88.5090762102334,12.8877631680344,2.0474291611921
41,36.083803,140.0769074,0,274.006493,27995.166159,44695.281722,-222.347521,0.000000000,0.000000000,-0.999388848,-0.034956124,2,2,0,0,0,-1,47.8341110635318,88.9331411946897,49.1912729136659,89.4377969263695,13.0722968992143,1.44795224195299
42,36.0838039,140.0768915,0,290.948707,27993.733777,44695.377052,-222.341911,0.000000000,0.000000000,-0.983336381,-0.181795387,2,2,0,0,0,-1,46.4036759203175,89.0333287367834,47.8903343418156,89.447042969015,12.818597732715,1.54315026104469
43,36.0838095,140.0768734,0,275.531209,27992.101581,44695.993255,-222.339088,0.000000000,0.000000000,-0.998835283,-0.048250163,2,2,0,0,0,-1,44.7753189322784,89.656717885392,46.0958254199728,89.8949306028619,12.808064008708,1.34182065970356
44,36.0838104,140.0768619,0,287.488329,27991.065493,44696.089839,-222.335225,0.000000000,0.000000000,-0.988376999,-0.152022722,2,2,0,0,0,-1,43.7407274761567,89.7569054266948,44.9520219519413,89.8880152008802,12.7804236960476,1.21836943492242
45,36.0838159,140.0768403,0,243.515738,27989.118100,44696.693949,-222.330936,0.000000000,0.000000000,-0.973410728,0.229066705,2,2,0,0,0,-1,41.7974948283371,90.369162626094,42.8291061552249,90.2477045534097,12.7492203715124,1.03873672948601
46,36.0838068,140.0768177,0,234.309125,27987.085814,44695.677799,-222.314884,0.000000000,0.000000000,-0.951886667,0.306450280,2,2,0,0,0,-1,39.7642977062944,89.3561552599017,40.7232330212973,88.9087502550321,12.4066775492033,1.05817209221469
47,36.0837913,140.076791,0,234.309125,27984.686522,44693.950355,-222.292223,0.000000000,0.000000000,-0.951886667,0.306450280,2,2,0,0,0,-1,37.3622462378918,87.6307031530074,38.2835981043485,86.8977655796271,11.961984659771,1.17732185416555
48,36.0837913,140.076791,0,283.624292,27984.686522,44693.950355,-222.292223,0.000000000,0.000000000,-0.992940386,-0.118614462,2,2,0,0,0,-1,37.3622462378918,87.6307031530074,38.2169140599605,86.9146081235049,12.0293315955731,1.1150108418118
49,36.0837951,140.0767716,0,271.707855,27982.937877,44694.366466,-222.287485,0.000000000,0.000000000,-0.999888940,-0.014903295,2,2,0,0,0,-1,35.6169354348969,88.0537172174284,36.5048228090593,87.324171674463,11.9604253820253,1.14916521373461
50,36.0837953,140.0767633,0,281.274472,27982.190251,44694.386293,-222.284349,0.000000000,0.000000000,-0.995163772,-0.098229668,2,2,0,0,0,-1,34.8702302952661,88.0759811158473,35.6255521935001,87.2806642051029,12.0217343506328,1.09683187338255
51,36.0837982,140.0767453,0,272.606456,27980.568020,44694.702941,-222.279466,0.000000000,0.000000000,-0.999741330,-0.022743658,2,2,0,0,0,-1,33.2508697566949,88.3988076389655,33.9334469067073,87.6322004956516,12.068606023607,1.02644925734253
52,36.0837993,140.0767154,0,279.790572,27977.874630,44694.816478,-222.268462,0.000000000,0.000000000,-0.996352320,-0.085334949,2,2,0,0,0,-1,30.5609319692445,88.5212590786871,31.0981365741311,87.7645041611548,12.1108702409731,0.928044607074848
53,36.0838034,140.076686,0,271.889907,27975.225212,44695.263029,-222.259994,0.000000000,0.000000000,-0.999864001,-0.016491802,2,2,0,0,0,-1,27.9159764214625,88.9776689915273,28.4976347337222,88.1112140013098,11.9943845285304,1.04358547435925
54,36.0838042,140.076656,0,278.549618,27972.522922,44695.343252,-222.248719,0.000000000,0.000000000,-0.997218003,-0.074540291,2,2,0,0,0,-1,25.2170421871011,89.0667245836207,25.770235178276,88.2065843740356,11.9473490422097,1.0226747604347
55,36.0838055,140.0766453,0,276.346671,27971.558746,44695.484449,-222.245488,0.000000000,0.000000000,-0.998466634,-0.055356841,2,2,0,0,0,-1,24.2544223113807,89.2114399217612,24.6300871144706,88.3941230549707,12.120555602321,0.899517039872404
56,36.0838063,140.0766364,0,276.549390,27970.756867,44695.570681,-222.242582,0.000000000,0.000000000,-0.998367143,-0.057123098,2,2,0,0,0,-1,23.4537384877275,89.3004955146455,24.0071614146535,88.4690101683446,11.9348695870768,0.998821714401734
57,36.0838072,140.0766267,0,281.054988,27969.882900,44695.667780,-222.239436,0.000000000,0.000000000,-0.995350091,-0.096323393,2,2,0,0,0,-1,22.5810830862301,89.4006830559484,23.0887047190665,88.5730467318918,11.9696665263617,0.970907620230414
58,36.0838075,140.0766248,0,277.660218,27969.711667,44695.700527,-222.238916,0.000000000,0.000000000,-0.997766504,-0.066798237,2,2,0,0,0,-1,22.4101505846949,89.4340789035766,22.7817545259052,88.601150441187,12.0997274306194,0.912063217426175
59,36.0838085,140.0766156,0,278.049131,27968.882697,44695.808864,-222.236047,0.000000000,0.000000000,-0.997534051,-0.070184172,2,2,0,0,0,-1,21.582477420309,89.5453983940888,22.1323568552201,88.6855553251294,11.9144588960474,1.02063582936109
60,36.0838089,140.0766121,0,273.932531,27968.567322,44695.852251,-222.234971,0.000000000,0.000000000,-0.999411202,-0.034311071,2,2,0,0,0,-1,21.2676017605285,89.5899261909265,21.7233679218984,88.7266202275161,12.0031887135804,0.97622742243282
61,36.083809,140.0766103,0,275.653336,27968.405166,44695.862834,-222.234335,0.000000000,0.000000000,-0.998783292,-0.049314653,2,2,0,0,0,-1,21.1056657059042,89.6010581393449,21.5129347412671,88.7541793279779,12.0518467413589,0.939718994331693
62,36.0838096,140.0766028,0,277.619297,27967.729452,44695.927273,-222.231828,0.000000000,0.000000000,-0.997790294,-0.066441927,2,2,0,0,0,-1,20.4309321466747,89.6678498338105,20.9363659726792,88.8009280594687,11.9450340745268,1.00350222485929
63,36.08381,140.0765991,0,275.900844,27967.396063,44695.970602,-222.230672,0.000000000,0.000000000,-0.998674447,-0.051471823,2,2,0,0,0,-1,20.0980635905153,89.7123776306481,20.5551167169767,88.8408850119322,11.9896112819596,0.984071615729497
64,36.0838136,140.076556,0,275.751286,27963.512906,44696.357778,-222.216388,0.000000000,0.000000000,-0.998740774,-0.050168370,2,2,0,0,0,-1,16.2205947417869,90.1131277974413,16.4880798636392,89.1824730179331,12.1459352985925,0.968331869264745
65,36.0838143,140.0765474,0,277.540495,27962.738083,44696.433000,-222.213524,0.000000000,0.000000000,-0.997835748,-0.065755754,2,2,0,0,0,-1,15.4469002614234,90.1910514411162,15.79052447037,89.255724362692,12.069634617815,0.996450872149554
66,36.0838189,140.0765044,0,272.401879,27958.863579,44696.931164,-222.200060,0.000000000,0.000000000,-0.999780340,-0.020958814,2,2,0,0,0,-1,11.5784278621629,90.7031210984216,11.853415574104,89.8282340155711,12.1737642235877,0.917085410121292
67,36.0838191,140.0764985,0,279.908990,27958.332114,44696.951676,-222.197877,0.000000000,0.000000000,-0.996263604,-0.086364525,2,2,0,0,0,-1,11.0476374611787,90.7253849968404,11.2544608862068,89.8902102905668,12.2451841947756,0.860402649426191
68,36.0838203,140.07649,0,274.035687,27957.566121,44697.082406,-222.195442,0.000000000,0.000000000,-0.999379910,-0.035210733,2,2,0,0,0,-1,10.2829394302831,90.8589683857715,10.557707323513,89.9864214452615,12.1861447484582,0.914787165707637
69,36.0838216,140.0764672,0,278.615727,27955.512136,44697.220161,-222.187418,0.000000000,0.000000000,-0.997174834,-0.075115584,2,2,0,0,0,-1,8.23174941186162,91.003683723912,8.50164474173556,90.1071212689662,12.1989314981536,0.936305358687081
70,36.0838234,140.0764525,0,278.615727,27954.187516,44697.415701,-222.182994,0.000000000,0.000000000,-0.997174834,-0.075115584,2,2,0,0,0,-1,6.90927163669216,91.2040588073085,7.12977786788617,90.278981702644,12.2711868528885,0.950994557066382
71,36.0838234,140.0764525,0,278.615727,27954.187516,44697.415701,-222.182994,0.000000000,0.000000000,-0.997174834,-0.075115584,2,2,0,0,0,-1,6.90927163669216,91.2040588073085,7.11440607281306,90.283307781407,12.2868317895926,0.943325282488122
72,36.0838234,140.0764525,0,266.852198,27954.187516,44697.415701,-222.182994,0.000000000,0.000000000,-0.999622730,0.027466300,2,2,0,0,0,-1,6.90927163669216,91.2040588073085,6.99880726318629,90.2947471914528,12.402956463926,0.913709058257524
73,36.0838232,140.076448,0,278.118812,27953.782286,44697.392229,-222.181055,0.000000000,0.000000000,-0.997491188,-0.070790741,2,2,0,0,0,-1,6.50443150268858,91.1817949088897,6.74094299233393,90.3320172836456,12.2574272737183,0.882076922439175
74,36.0838278,140.0764081,0,279.577548,27950.186991,44697.891279,-222.168825,0.000000000,0.000000000,-0.996509235,-0.083482598,2,2,0,0,0,-1,2.91484897045103,91.693864566986,2.81593124250276,91.1278721469902,12.6830584300973,0.574571263112933
75,36.0838284,140.0764037,0,279.524434,27949.790484,44697.956601,-222.167549,0.000000000,0.000000000,-0.996547823,-0.083020700,2,2,0,0,0,-1,2.51900528335837,91.7606562614516,2.33521885387776,91.2338618405844,12.7799097581424,0.557933520697665
76,36.08383,140.0763919,0,276.418195,27948.727129,44698.130775,-222.164119,0.000000000,0.000000000,-0.998431888,-0.055980038,2,2,0,0,0,-1,1.45742448650399,91.9387674464293,1.32147744941028,91.2373171910899,12.7533889821966,0.714502664522913
77,36.0838305,140.0763864,0,296.032796,27948.231584,44698.184689,-222.162329,0.000000000,0.000000000,-0.974305644,-0.225229909,2,2,0,0,0,-1,0.962619875720449,91.9944271916854,0.719854919089303,91.2939240309049,12.8707509603349,0.741376761459146
78,36.083832,140.0763826,0,273.031674,27947.888799,44698.350044,-222.161991,0.000000000,0.000000000,-0.999650051,-0.026453260,2,2,0,0,0,-1,0.620754872650207,92.1614064282447,0.390451428787789,91.3352298733496,12.8815644932098,0.85767556576667
79,36.0838331,140.0763569,0,274.715785,27945.573692,44698.464785,-222.152666,0.000000000,0.000000000,-0.999153335,-0.041141373,2,2,0,0,0,-1,-1.69133211897244,92.2838578679663,-2.00170979293651,91.6341404552808,12.9996841397012,0.720046537969661
80,36.0838334,140.0763524,0,268.389132,27945.168285,44698.496792,-222.151116,0.000000000,0.000000000,-0.999901195,0.014057012,2,2,0,0,0,-1,-2.09617225553296,92.3172537148036,-2.38712639515644,91.671106929875,12.9888158554831,0.708632471057904
81,36.0838333,140.076348,0,276.194781,27944.772027,44698.484444,-222.149295,0.000000000,0.000000000,-0.998539132,-0.054033335,2,2,0,0,0,-1,-2.49201594262563,92.3061217655942,-2.82457011678169,91.7365713778668,13.0325551472474,0.659530077334676
82,36.0838348,140.0763309,0,273.826569,27943.231353,44698.646016,-222.143689,0.000000000,0.000000000,-0.999442502,-0.033386908,2,2,0,0,0,-1,-4.03040845644172,92.4731010021535,-4.54956986661306,91.8419375358361,13.2602054525339,0.817248977377666
83,36.0838352,140.0763235,0,279.247402,27942.564717,44698.688294,-222.141069,0.000000000,0.000000000,-0.996745618,-0.080611245,2,2,0,0,0,-1,-4.69614556620344,92.5176287982002,-5.17762760150439,91.8996945486476,13.2369967861898,0.783369444826486
84,36.0838357,140.0763197,0,279.307579,27942.222286,44698.742691,-222.139953,0.000000000,0.000000000,-0.996703148,-0.081134669,2,2,0,0,0,-1,-5.03801056927368,92.5732885442473,-5.56556735193645,91.9407001547793,13.2958449579561,0.82370154147196
85,36.0838377,140.0763046,0,273.994484,27940.861569,44698.960311,-222.135529,0.000000000,0.000000000,-0.999392506,-0.034851390,2,2,0,0,0,-1,-6.39647413464374,92.7959275252717,-6.96589652117183,92.1084747631591,13.3912451861321,0.892655115044746
86,36.0838402,140.0762603,0,275.224976,27936.870723,44699.225104,-222.119929,0.000000000,0.000000000,-0.998960659,-0.045580719,2,2,0,0,0,-1,-10.381900351417,93.0742262523433,-10.9855683641134,92.383984183882,13.5402136005194,0.916978289070437
87,36.0838434,140.076217,0,271.968586,27932.969697,44699.567854,-222.105272,0.000000000,0.000000000,-0.999852442,-0.017178309,2,2,0,0,0,-1,-14.2773620965242,93.4304486230897,-14.9259294050851,93.1433765795726,13.6825924155479,0.709260115827024
88,36.0838436,140.0762098,0,277.960709,27932.321145,44699.587998,-222.102577,0.000000000,0.000000000,-0.997587910,-0.069414426,2,2,0,0,0,-1,-14.9251063124641,93.4527125215086,-15.6170281233699,93.2494029966922,13.7353762913438,0.721173041154661
89,36.0838469,140.0761806,0,272.422386,27929.690027,44699.945854,-222.093584,0.000000000,0.000000000,-0.999776573,-0.021137731,2,2,0,0,0,-1,-17.5520689664242,93.8200668406735,-18.630584529489,93.3646289955834,14.2666973538981,1.17073457731177
90,36.0838473,140.0761689,0,278.987570,27928.636103,44699.986910,-222.089263,0.000000000,0.000000000,-0.996925838,-0.078350957,2,2,0,0,0,-1,-18.6046533163677,93.8645946367202,-19.8543842855978,93.5997070166025,14.4459399155638,1.27749479323578
91,36.083849,140.0761556,0,283.680881,27927.437613,44700.171756,-222.085321,0.000000000,0.000000000,-0.992881689,-0.119104794,2,2,0,0,0,-1,-19.8011808271136,94.0538377716983,-20.9761539022902,93.6556368780432,14.451454951571,1.24061504065433
92,36.0838574,140.0761129,0,286.730328,27923.588789,44701.091658,-222.074957,0.000000000,0.000000000,-0.989360969,-0.145481521,2,2,0,0,0,-1,-23.6426638856414,94.9889214942156,-24.9181452697855,94.3466850195848,14.8482269572536,1.42804777603709
93,36.0838677,140.0760705,0,296.005281,27919.766314,44702.222466,-222.066193,0.000000000,0.000000000,-0.974359697,-0.224995958,2,2,0,0,0,-1,-27.4571576034365,96.135512249339,-28.469511498942,96.4517019386648,14.6965206166568,1.06058301390371
94,36.0838828,140.0760322,0,273.553001,27916.311417,44703.887036,-222.062793,0.000000000,0.000000000,-0.999519359,-0.031000815,2,2,0,0,0,-1,-30.9027969748716,97.8164365601866,-31.8865300452041,98.4157819388951,14.9585472828588,1.15193126385438
95,36.0838842,140.0760043,0,279.468545,27913.798059,44704.034447,-222.052842,0.000000000,0.000000000,-0.996588196,-0.082534650,2,2,0,0,0,-1,-33.4128058113191,97.9722838475364,-34.269960039508,98.542359081884,14.9510403124109,1.02941689500351
96,36.0838904,140.0759583,0,278.529999,27909.652796,44704.709312,-222.039468,0.000000000,0.000000000,-0.997230750,-0.074369558,2,2,0,0,0,-1,-37.5511716358057,98.6624646906105,-38.2166211337871,99.2131363601639,15.0259180853787,0.863748992481258
97,36.0838944,140.0759253,0,267.376035,27906.679178,44705.143765,-222.029526,0.000000000,0.000000000,-0.999737843,0.022896413,2,2,0,0,0,-1,-40.5199992928361,99.1077426534504,-40.8665981861254,99.6311730033079,14.9160739378932,0.627781907975494
98,36.0838928,140.0758821,0,237.813829,27902.788859,44704.953961,-222.011190,0.000000000,0.000000000,-0.960812614,0.277198704,2,2,0,0,0,-1,-44.4064645884754,98.9296314684726,-44.845790678174,98.5753199083016,15.4630344250444,0.564397107328368
99,36.0838781,140.0758532,0,187.265436,27900.191123,44703.314681,-221.988311,0.000000000,0.000000000,-0.750488581,0.660883416,2,2,0,0,0,-1,-47.0064379017028,97.2932349536718,-47.2420172152473,96.5720006441853,15.3722010328751,0.758733511946434
100,36.0838407,140.0758473,0,186.329569,27899.672943,44699.163204,-221.956856,0.000000000,0.000000000,-0.745066190,0.666990534,2,2,0,0,0,-1,-47.53722830013,93.1298859975994,-47.7577519792367,92.5359417479664,14.8363548148846,0.633561729209454
101,36.083805,140.0758424,0,184.835733,27899.244228,44695.200638,-221.927122,0.000000000,0.000000000,-0.736308121,0.676646400,2,2,0,0,0,-1,-47.9780542243342,89.1557801765051,-48.2349608786981,88.4531777619281,14.4705368719182,0.748098377237803
102,36.0837687,140.0758386,0,184.778955,27898.914799,44691.171810,-221.897358,0.000000000,0.000000000,-0.735972765,0.677011144,2,2,0,0,0,-1,-48.3199192274044,85.1148826609453,-48.6362380193793,84.4250645078748,14.0649539110741,0.758885144446846
103,36.0837339,140.075835,0,201.092199,27898.602853,44687.309475,-221.868844,0.000000000,0.000000000,-0.824581646,0.565742972,2,2,0,0,0,-1,-48.6437913366528,81.2409643811538,-49.0400045394591,80.419639184926,13.7713547909481,0.911899106281287
104,36.0837119,140.0758245,0,192.149645,27897.664923,44684.865433,-221.847566,0.000000000,0.000000000,-0.777967127,0.628304981,2,2,0,0,0,-1,-49.5884183185515,78.7919355835572,-49.6651922590786,76.4306175464343,14.1487108032051,2.36256578964186
105,36.0836875,140.075818,0,193.614450,27897.088107,44682.156230,-221.826004,0.000000000,0.000000000,-0.785934868,0.618309294,2,2,0,0,0,-1,-50.1731874010011,76.0757400080985,-50.0545928757509,72.423655244042,14.6011534096546,3.65400982282106
106,36.0836558,140.0758085,0,194.603224,27896.243670,44678.636187,-221.797574,0.000000000,0.000000000,-0.791240738,0.611504779,2,2,0,0,0,-1,-51.0278499086767,72.5469121498441,-50.3510433507548,68.3084957611998,14.3850117197323,4.29211376834016
107,36.0836223,140.0757977,0,181.060278,27895.282780,44674.916051,-221.767232,0.000000000,0.000000000,-0.713619046,0.700533980,2,2,0,0,0,-1,-51.999466233865,68.8177092089841,-50.864785481762,64.2565767285303,14.1314908943384,4.70015211598983
108,36.083583,140.0757968,0,186.893923,27895.215602,44670.555176,-221.736294,0.000000000,0.000000000,-0.748342015,0.663313070,2,2,0,0,0,-1,-52.0804342586201,64.4428532203057,-51.0255249349555,60.1867198011311,13.6120929391702,4.38491794255822
109,36.0835449,140.0757911,0,183.548769,27894.715679,44666.326085,-221.704395,0.000000000,0.000000000,-0.728662511,0.684872941,2,2,0,0,0,-1,-52.5932317632255,60.2015806213493,-51.6389576749167,56.2064032977496,13.2055232576746,4.10756386226961
110,36.0835032,140.0757879,0,184.380464,27894.442194,44661.698259,-221.670686,0.000000000,0.000000000,-0.733614020,0.679566383,2,2,0,0,0,-1,-52.8811180822733,55.5595578548088,-52.0453975576488,52.1411488084753,12.5030912333884,3.51908357436044
111,36.083461,140.0757839,0,186.141868,27894.096832,44657.014727,-221.636275,0.000000000,0.000000000,-0.743972661,0.668210057,2,2,0,0,0,-1,-53.2409759791654,50.8618753438031,-52.5881430927224,48.1763175094762,11.7164841638675,2.76376765650374
112,36.0834242,140.075779,0,182.683894,27893.668501,44652.930108,-221.605712,0.000000000,0.000000000,-0.723472756,0.690352932,2,2,0,0,0,-1,-53.6818019059265,46.7653180821963,-53.1837661208991,44.1252837624179,11.5302968718436,2.68660024059694
113,36.0833811,140.0757765,0,178.855268,27893.458558,44648.147140,-221.571201,0.000000000,0.000000000,-0.700007852,0.714135146,2,2,0,0,0,-1,-53.9067130914841,41.9674480290968,-53.4303000827021,40.0684887931269,10.6254376724694,1.95780886064301
114,36.0833447,140.0757774,0,184.850326,27893.552476,44644.108552,-221.543249,0.000000000,0.000000000,-0.736394285,0.676552627,2,2,0,0,0,-1,-53.8257450641719,37.9154185643276,-53.3670067262223,36.0621266682568,10.325087964534,1.9092228038515
