label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1116,36.0819976,140.0809411,0,267.061523,2,2,0,0,1,-1,410.723811653836,-112.043067482926,,,,,,,,,,,,,,,,
1117,36.0819957,140.0808953,0,272.547377,2,2,0,0,1,-1,406.603438723171,-112.254574515532,,,,,,,,,,,,,,,,
1118,36.0819973,140.0808508,0,265.480856,2,2,0,0,1,-1,402.600019612576,-112.076463330554,,,,,,,,,,,,,,,,
1119,36.0819944,140.0808054,0,271.629350,2,2,0,0,1,-1,398.515632472112,-112.399289853672,,,,,,,,,,,,,,,,
1120,36.0819954,140.0807619,0,276.389258,2,2,0,0,1,-1,394.602177833183,-112.28797036316,,,,,,,,,,,,,,,,
1121,36.0819994,140.0807177,0,278.035632,2,2,0,0,1,-1,390.625748060764,-111.842692399529,,,,,,,,,,,,,,,,
1122,36.0820045,140.080673,0,263.181826,2,2,0,0,1,-1,386.60433605379,-111.274962996967,,,,,,,,,,,,,,,,
1123,36.0820002,140.0806285,0,275.177291,2,2,0,0,1,-1,382.600916940638,-111.753636807436,,,,,,,,,,,,,,,,
1124,36.0820034,140.0805848,0,275.899995,2,2,0,0,1,-1,378.669469407887,-111.397414436689,,,,,,,,,,,,,,,,
1125,36.0820072,140.0805393,0,269.536656,2,2,0,0,1,-1,374.576085820512,-110.974400371477,,,,,,,,,,,,,,,,
1126,36.0820069,140.0804934,0,275.139366,2,2,0,0,1,-1,370.446716442936,-111.007796219105,,,,,,,,,,,,,,,,
1127,36.0820102,140.080448,0,272.507978,2,2,0,0,1,-1,366.362329302472,-110.640441899149,,,,,,,,,,,,,,,,
1128,36.0820118,140.0804028,0,281.094863,2,2,0,0,1,-1,362.295935058387,-110.462330714172,,,,,,,,,,,,,,,,
1129,36.0820189,140.080358,0,275.169323,2,2,0,0,1,-1,358.265526601945,-109.671962329004,,,,,,,,,,,,,,,,
1130,36.082022,140.0803156,0,269.688389,2,2,0,0,1,-1,354.451032886707,-109.326871908258,,,,,,,,,,,,,,,,
1131,36.0820218,140.0802701,0,269.672555,2,2,0,0,1,-1,350.357649299332,-109.349135805886,,,,,,,,,,,,,,,,
1132,36.0820216,140.0802268,0,276.309706,2,2,0,0,1,-1,346.462187554225,-109.371399704304,,,,,,,,,,,,,,,,
1133,36.0820258,140.0801798,0,277.741502,2,2,0,0,1,-1,342.233857255515,-108.903857843046,,,,,,,,,,,,,,,,
1134,36.0820307,140.0801352,0,275.647155,2,2,0,0,1,-1,338.221441695452,-108.358392338112,,,,,,,,,,,,,,,,
1135,36.0820344,140.0800889,0,266.620648,2,2,0,0,1,-1,334.056086527676,-107.94651022211,,,,,,,,,,,,,,,,
1136,36.0820322,140.0800428,0,280.576390,2,2,0,0,1,-1,329.908724256278,-108.191413101553,,,,,,,,,,,,,,,,
1137,36.0820389,140.0799984,0,280.092708,2,2,0,0,1,-1,325.914301590037,-107.445572513223,,,,,,,,,,,,,,,,
1138,36.0820451,140.0799553,0,263.301129,2,2,0,0,1,-1,322.036832741309,-106.75539167094,,,,,,,,,,,,,,,,
1139,36.0820408,140.07991,0,278.301721,2,2,0,0,1,-1,317.961442047756,-107.234065480617,,,,,,,,,,,,,,,,
1140,36.0820458,140.0798676,0,252.811130,2,2,0,0,1,-1,314.146948332517,-106.677468027265,,,,,,,,,,,,,,,,
