label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
48,36.0837912,140.0767924,0,232.657388,27984.812651,44693.939658,-222.292701,0.000000000,0.000000000,-0.947370723,0.320138583,2,2,0,0,1,-1,37.4881965023154,87.619571203798,36.3687150691728,87.7517488746045,11.8789985082432,1.12725756409564
49,36.0837912,140.0767924,0,275.050939,27984.812651,44693.939658,-222.292701,0.000000000,0.000000000,-0.999028733,-0.044063487,2,2,0,0,1,-1,37.4881965023154,87.619571203798,36.3979527440247,87.773541121018,11.8615204047316,1.10106229973628
50,36.0837913,140.076791,0,284.823109,27984.686522,44693.950355,-222.292223,0.000000000,0.000000000,-0.991645169,-0.128995578,2,2,0,0,1,-1,37.3622462378918,87.6307031530074,36.3112501445951,87.7635984146444,11.8130083006428,1.05936487514469
51,36.083795,140.0767737,0,272.044238,27983.127053,44694.355968,-222.288241,0.000000000,0.000000000,-0.999840883,-0.017838396,2,2,0,0,1,-1,35.8058608302538,88.042585268219,34.611517461678,88.1079148658363,11.8980033739442,1.19612877165706
52,36.0837953,140.0767633,0,272.044238,27982.190251,44694.386293,-222.284349,0.000000000,0.000000000,-0.999840883,-0.017838396,2,2,0,0,1,-1,34.8702302952661,88.0759811158473,33.744462496735,88.0902276086543,11.7828172254041,1.12585793898123
53,36.0837953,140.0767633,0,283.062069,27982.190251,44694.386293,-222.284349,0.000000000,0.000000000,-0.993510393,-0.113741370,2,2,0,0,1,-1,34.8702302952661,88.0759811158473,33.7612861143106,88.1425389193567,11.7875276619874,1.11093975429952
54,36.0837956,140.0767617,0,281.098816,27982.046038,44694.419124,-222.283947,0.000000000,0.000000000,-0.995313177,-0.096704079,2,2,0,0,1,-1,34.7262871370207,88.1093769626845,33.5908702992253,88.1949292706011,11.8173896280734,1.13863540825809
55,36.0837982,140.0767453,0,272.606456,27980.568020,44694.702941,-222.279466,0.000000000,0.000000000,-0.999741330,-0.022743658,2,2,0,0,1,-1,33.2508697566949,88.3988076389655,32.0434955290604,88.2774611048871,11.7846286279003,1.21345684179072
56,36.0837993,140.0767154,0,279.790572,27977.874630,44694.816478,-222.268462,0.000000000,0.000000000,-0.996352320,-0.085334949,2,2,0,0,1,-1,30.5609319692445,88.5212590786871,29.2737720820137,88.400951781776,11.7843921016546,1.29277005727468
57,36.0838034,140.076686,0,271.889907,27975.225212,44695.263029,-222.259994,0.000000000,0.000000000,-0.999864001,-0.016491802,2,2,0,0,1,-1,27.9159764214625,88.9776689915273,26.6944926647473,88.7331352484089,11.654391360759,1.24572040179268
58,36.0838042,140.076656,0,278.549618,27972.522922,44695.343252,-222.248719,0.000000000,0.000000000,-0.997218003,-0.074540291,2,2,0,0,1,-1,25.2170421871011,89.0667245836207,23.8947698183219,88.7851373321035,11.6799899462255,1.35192292585562
59,36.0838055,140.0766453,0,276.346671,27971.558746,44695.484449,-222.245488,0.000000000,0.000000000,-0.998466634,-0.055356841,2,2,0,0,1,-1,24.2544223113807,89.2114399217612,22.7782365279813,88.9729222011535,11.8329470423007,1.49533112391682
60,36.0838063,140.0766364,0,277.325731,27970.756867,44695.570681,-222.242582,0.000000000,0.000000000,-0.997957233,-0.063885526,2,2,0,0,1,-1,23.4537384877275,89.3004955146455,22.151503620424,88.9936510622059,11.6389746601716,1.33789729337268
