label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,,,,,,,,,,,,,,,,
1102,36.082097,140.0810835,0,208.315019,28371.907287,44507.186832,-222.690723,0.000000000,0.000000000,-0.858579930,0.512679728,2,2,0,0,1,-1,423.534752816945,-100.977910098485,,,,,,,,,,,,,,,,
1103,36.0820889,140.0810781,0,178.253184,28371.423826,44506.286519,-222.682272,0.000000000,0.000000000,-0.696246017,0.717803235,2,2,0,0,1,-1,423.048944653073,-101.879597974165,,,,,,,,,,,,,,,,
1104,36.0820783,140.0810785,0,199.406396,28371.463661,44505.110488,-222.674215,0.000000000,0.000000000,-0.816169842,0.577812070,2,2,1,0,1,1,423.084930443273,-103.059584576126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,36.0820705,140.0810751,0,190.283143,28371.160230,44504.244039,-222.666802,0.000000000,0.000000000,-0.767630360,0.640892839,2,2,0,0,1,-1,422.779051230404,-103.927876604178,,,,,,,,,,,,,,,,
1106,36.0820607,140.0810729,0,177.498618,28370.965599,44503.156023,-222.658320,0.000000000,0.000000000,-0.691504344,0.722372302,2,2,0,0,1,-1,422.581129385579,-105.018807614045,,,,,,,,,,,,,,,,
1107,36.0820533,140.0810733,0,186.955068,28371.004285,44502.335055,-222.652745,0.000000000,0.000000000,-0.748695846,0.662913667,2,2,0,0,1,-1,422.61711517578,-105.84257184605,,,,,,,,,,,,,,,,
1108,36.0820427,140.0810717,0,178.487116,28370.863983,44501.158446,-222.643885,0.000000000,0.000000000,-0.697709919,0.716380394,2,2,0,0,1,-1,422.473172017534,-107.022558448802,,,,,,,,,,,,,,,,
1109,36.0820274,140.0810722,0,191.422482,28370.914514,44499.460945,-222.632227,0.000000000,0.000000000,-0.773964459,0.633229039,2,2,0,0,1,-1,422.518154254646,-108.725746657277,,,,,,,,,,,,,,,,
1110,36.0820014,140.0810657,0,163.475860,28370.338407,44496.574179,-222.609461,0.000000000,0.000000000,-0.598155794,0.801379839,2,2,0,0,1,-1,421.933385169639,-111.620053418505,,,,,,,,,,,,,,,,
1111,36.0819935,140.0810686,0,214.082741,28370.602445,44495.698455,-222.604504,0.000000000,0.000000000,-0.883286345,0.468833907,2,2,0,0,1,-1,422.194282145397,-112.499477395766,,,,,,,,,,,,,,,,
1112,36.0819892,140.081065,0,262.099594,28370.279742,44495.220299,-222.599724,0.000000000,0.000000000,-0.997624300,0.068889443,2,2,0,0,1,-1,421.870410038706,-112.978151206234,,,,,,,,,,,,,,,,
1113,36.0819856,140.0810329,0,307.716477,28367.389823,44494.811583,-222.584024,0.000000000,0.000000000,-0.946321203,-0.323227754,2,2,0,0,1,-1,418.982550408987,-113.378901373027,,,,,,,,,,,,,,,,
1114,36.0819876,140.0810297,0,279.235057,28367.100884,44495.032573,-222.584287,0.000000000,0.000000000,-0.996754297,-0.080503865,2,2,0,0,1,-1,418.69466408994,-113.156262391212,,,,,,,,,,,,,,,,
1115,36.0819935,140.0809848,0,276.621872,28363.054671,44495.674255,-222.570804,0.000000000,0.000000000,-0.998330811,-0.057754579,2,2,0,0,1,-1,414.655259186587,-112.499477395766,,,,,,,,,,,,,,,,
1116,36.0819976,140.0809411,0,267.061523,28359.117188,44496.116563,-222.556411,0.000000000,0.000000000,-0.999671235,0.025640239,2,2,0,0,1,-1,410.723811653836,-112.043067482926,,,,,,,,,,,,,,,,
1117,36.0819957,140.0808953,0,272.547377,28354.992715,44495.892523,-222.536526,0.000000000,0.000000000,-0.999752922,-0.022228227,2,2,0,0,1,-1,406.603438723171,-112.254574515532,,,,,,,,,,,,,,,,
1118,36.0819973,140.0808508,0,265.480856,28350.984074,44496.057210,-222.519879,0.000000000,0.000000000,-0.999222463,0.039426749,2,2,0,0,1,-1,402.600019612576,-112.076463330554,,,,,,,,,,,,,,,,
1119,36.0819944,140.0808054,0,271.629350,28346.895987,44495.722332,-222.499386,0.000000000,0.000000000,-0.999898915,-0.014218282,2,2,0,0,1,-1,398.515632472112,-112.399289853672,,,,,,,,,,,,,,,,
1120,36.0819954,140.0807619,0,276.389258,28342.977631,44495.820737,-222.482681,0.000000000,0.000000000,-0.998445993,-0.055727909,2,2,0,0,1,-1,394.602177833183,-112.28797036316,,,,,,,,,,,,,,,,
1121,36.0819994,140.0807177,0,278.035632,28338.995150,44496.251814,-222.468022,0.000000000,0.000000000,-0.997542311,-0.070066661,2,2,0,0,1,-1,390.625748060764,-111.842692399529,,,,,,,,,,,,,,,,
1122,36.0820045,140.080673,0,263.181826,28334.967241,44496.804801,-222.454017,0.000000000,0.000000000,-0.998230409,0.059464692,2,2,0,0,1,-1,386.60433605379,-111.274962996967,,,,,,,,,,,,,,,,
1123,36.0820002,140.0806285,0,275.177291,28330.960718,44496.314849,-222.432810,0.000000000,0.000000000,-0.998979540,-0.045165018,2,2,0,0,1,-1,382.600916940638,-111.753636807436,,,,,,,,,,,,,,,,
