label,latitude,longitude,altitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C5,35.6495943,139.502855,0,67.696186,1.5,1.5,0,0,1
C5-C4_1,35.6495944,139.5028553,0,99.133288,1.5,1.5,0,0,1
C5-C4_2,35.6495889,139.5028974,0,99.286207,1.5,1.5,0,0,1
C5-C4_3,35.6495832,139.5029403,0,73.323909,1.5,1.5,0,0,1
C5-C4_4,35.6495869,139.5029555,0,4.888977,1.5,1.5,0,0,1
C5-C4_5,35.649623,139.5029593,0,354.602266,1.5,1.5,0,0,1
C4,35.6496273,139.5029588,0,354.602266,1.5,1.5,0,0,1
